Position,FirstName,LastName,Nationality,Time
1,Michel,Théato,France,2:59:45
2,Émile,Champion,France,3:04:17
3,Ernst,Fast,Sweden,3:37:14
4,Eugène,Besse,France,4:00:43
5,Arthur,Newton,United States of America,4:04:12
6,Dick,Grant,United States of America,
7,Ronald J.,MacDonald,Canada,
