"","Name","Sex","Age","Height","Weight","bmi","Year","Nationality","SubRegion","continent","Population","GDP","countryWins","subRegionWins","HomeAdvantage","marathons","Gmarathons","Smarathons","Bmarathons","avgTime","bestTime","avgTimeScore","bestTimeScore","avgPosition","bestPosition","avgPositionScore","bestPositionScore","avgPerformanceScore","bestPerformanceScore","monthsBestTime","Position","Medal","Time","TimeMins","TimeSecs"
"189","Sissel Sofie Grottenberg","F",32,171,54,18.4672206832872,1988,"Norway","Northern Europe","Europe",4209488,1.019e+11,0,0,FALSE,4,1,0,2,159.4375,152.95,697.25,787,1,1,270,270,967.25,1057,10,36,FALSE,"2:38:17",158.283333333333,9497
"190","Kirsten Melkevik (-Kirsten Marathon) Otterbu (-Melkevik-)","F",38,170,52,17.9930795847751,2008,"Norway","Northern Europe","Europe",4768212,4.62554e+11,0,0,FALSE,3,0,3,0,151.227777777778,149.2,813,844,1.33333333333333,1,253.333333333333,270,1066.33333333333,1081,10,34,FALSE,"2:34:35",154.583333333333,9275
"191","Stine Elisabeth Larsen","F",28,158,47,18.8271110398974,2004,"Norway","Northern Europe","Europe",4591910,2.64357e+11,0,0,FALSE,3,0,2,0,149.061111111111,147.1,846,876,1.33333333333333,1,253.333333333333,270,1099.33333333333,1146,22,24,FALSE,"2:39:55",159.916666666667,9595
"192","Nina Kathy Rillstone","F",33,168,45,15.9438775510204,2008,"New Zealand","Australia and New Zealand","Oceania",4259800,1.3328e+11,0,0,FALSE,2,0,2,0,151.866666666667,149.766666666667,803.5,835,1.5,1,245,270,1048.5,1105,28,16,FALSE,"2:31:16",151.266666666667,9076
"193","Liza Marie Hunter-Galvan","F",39,168,60,21.2585034013605,2008,"New Zealand","Australia and New Zealand","Oceania",4259800,1.3328e+11,0,0,FALSE,5,0,2,0,158.086666666667,150.666666666667,716,821,1.6,1,245,270,961,1044,10,35,FALSE,"2:34:51",154.85,9291
"194","Liza Marie Hunter-Galvan","F",35,168,60,21.2585034013605,2004,"New Zealand","Australia and New Zealand","Oceania",4087500,1.03906e+11,0,0,FALSE,2,0,1,0,159.558333333333,156.45,694,737,2,1,232.5,270,926.5,932,4,51,FALSE,"2:50:23",170.383333333333,10223
"195","Lorraine Mary Moller (-Daws, -Smith)","F",33,175,55,17.9591836734694,1988,"New Zealand","Australia and New Zealand","Oceania",3283400,45176167472,0,0,FALSE,6,0,1,1,150.838888888889,148.283333333333,819.166666666667,858,1,1,270,270,1089.16666666667,1128,24,33,FALSE,"2:37:52",157.866666666667,9472
"196","Jovana de la Cruz Capani","F",24,161,53,20.4467420238417,2016,"Peru","Latin America and the Caribbean","Latin America and the Caribbean",31773839,1.92207e+11,0,0,FALSE,2,0,1,1,153.316666666667,151.55,782,808,2,2,220,220,1002,1028,7,36,FALSE,"2:35:49",155.816666666667,9349
"197","Gladys Lucy Tejeda Pucuhuaranga","F",26,156,47,19.3129520052597,2012,"Peru","Latin America and the Caribbean","Latin America and the Caribbean",30158966,1.92649e+11,0,0,FALSE,1,0,1,0,152.533333333333,152.533333333333,793,793,1,1,270,270,1063,1063,17,43,FALSE,"2:32:07",152.116666666667,9127
"198","Wilma Yanet Arizapana Yucra","F",29,164,54,20.0773349196907,2012,"Peru","Latin America and the Caribbean","Latin America and the Caribbean",30158966,1.92649e+11,0,0,FALSE,1,0,1,0,154.183333333333,154.183333333333,769,769,5,5,155,155,924,924,4,55,FALSE,"2:35:09",155.15,9309
"199","Gladys Lucy Tejeda Pucuhuaranga","F",30,156,47,19.3129520052597,2016,"Peru","Latin America and the Caribbean","Latin America and the Caribbean",31773839,1.92207e+11,0,0,FALSE,4,1,2,1,151.1625,148.2,814,859,3.25,1,220,270,1034,1129,16,15,FALSE,"2:29:55",149.916666666667,8995
"200","Mara Portillo Cruz","F",28,162,50,19.0519737844841,2000,"Peru","Latin America and the Caribbean","Latin America and the Caribbean",25914879,51744749133,0,0,FALSE,1,0,0,0,155.4,155.4,752,752,1,1,270,270,1022,1022,5,32,FALSE,"2:36:50",156.833333333333,9410
"201","Mary Joy Tabal","F",27,149,45,20.2693572361605,2016,"Philippines","South-eastern Asia","Asia",103320222,3.04905e+11,0,0,FALSE,6,0,2,0,176.986111111111,163.516666666667,479.5,639,1.33333333333333,1,253.333333333333,270,732.833333333333,859,3,124,FALSE,"3:02:27",182.45,10947
"202","Iwona Lewandowska","F",31,161,43,16.5888661702866,2016,"Poland","Eastern Europe","Europe",37948016,4.71364e+11,0,0,FALSE,6,2,3,0,151.297222222222,147.783333333333,813.5,865,3.33333333333333,1,210.833333333333,270,1024.33333333333,1123,16,21,FALSE,"2:31:41",151.683333333333,9101
"203","Dorota Gruca (-Giecek-)","F",37,159,46,18.1954827736245,2008,"Poland","Eastern Europe","Europe",38125759,5.33816e+11,0,0,FALSE,9,0,4,0,151.748148148148,147.766666666667,805.666666666667,865,1.22222222222222,1,258.888888888889,270,1064.55555555556,1135,36,30,FALSE,"2:33:32",153.533333333333,9212
"204","Helena Maria Mendes Sampaio","F",30,157,47,19.0677106576332,2004,"Portugal","Southern Europe","Europe",10483861,1.89187e+11,1,1,FALSE,2,1,1,0,148.833333333333,148.1,849,860,2,1,232.5,270,1081.5,1130,10,47,FALSE,"2:49:18",169.3,10158
"205","Ana Maria Guerreiro Dias","F",30,165,52,19.1000918273646,2004,"Portugal","Southern Europe","Europe",10483861,1.89187e+11,1,1,FALSE,3,1,0,0,151.016666666667,146.816666666667,817.333333333333,880,1.33333333333333,1,253.333333333333,270,1070.66666666667,1150,131,62,FALSE,"3:08:11",188.183333333333,11291
"206","Ana Maria Guerreiro Dias","F",34,165,52,19.1000918273646,2008,"Portugal","Southern Europe","Europe",10558177,2.62008e+11,1,1,FALSE,3,1,0,0,151.016666666667,146.816666666667,817.333333333333,880,1.33333333333333,1,253.333333333333,270,1070.66666666667,1150,179,46,FALSE,"2:36:25",156.416666666667,9385
"207","Maria Manuela Castro Machado","F",37,158,45,18.0259573786252,2000,"Portugal","Southern Europe","Europe",10289898,1.18358e+11,1,1,FALSE,11,4,2,1,150.012121212121,145.183333333333,832.090909090909,906,1.54545454545455,1,247.727272727273,270,1079.81818181818,1145,16,21,FALSE,"2:32:29",152.483333333333,9149
"208","Ana Dulce Ferreira Flix","F",33,166,53,19.2335607490202,2016,"Portugal","Southern Europe","Europe",10324611,2.04837e+11,1,1,FALSE,4,3,0,0,146.470833333333,145.25,885.75,905,3,1,205,270,1090.75,1168,16,16,FALSE,"2:30:39",150.65,9039
"209","Ana Dulce Ferreira Flix","F",29,166,53,19.2335607490202,2012,"Portugal","Southern Europe","Europe",10514844,2.16368e+11,1,1,FALSE,1,0,0,0,145.666666666667,145.666666666667,898,898,1,1,270,270,1168,1168,9,21,FALSE,"2:28:12",148.2,8892
"210","Paula Claudia Todoran","F",31,164,48,17.8465199286139,2016,"Romania","Eastern Europe","Europe",19705301,1.87592e+11,0,0,FALSE,8,0,1,0,164.295833333333,156.733333333333,630.5,733,1.125,1,263.75,270,894.25,1003,6,101,FALSE,"2:48:54",168.9,10134
"211","Camelia Alina Gherasim (Tecua-)","F",28,166,46,16.693279140659,2000,"Romania","Eastern Europe","Europe",22442971,37438527800,0,0,FALSE,5,5,0,0,149.213333333333,148.283333333333,843.2,858,1.2,1,260,270,1103.2,1128,4,29,FALSE,"2:36:16",156.266666666667,9376
"212","Tanith Gaelene Maxwell","F",36,169,53,18.5567732222261,2012,"South Africa","Sub-Saharan Africa","Africa",52506515.08,3.96333e+11,0,5,FALSE,9,3,3,0,159.988888888889,152.55,688.222222222222,793,3.44444444444444,1,208.333333333333,270,896.555555555556,991,23,81,FALSE,"2:40:27",160.45,9627
"213","Christine Kalmer","F",30,172,55,18.5911303407247,2016,"South Africa","Sub-Saharan Africa","Africa",55908865,2.95456e+11,0,5,FALSE,1,0,0,1,153.716666666667,153.716666666667,776,776,2,2,220,220,996,996,9,96,FALSE,"2:48:24",168.4,10104
"214","Dina Lebo Phalula","F",32,165,46,16.8962350780533,2016,"South Africa","Sub-Saharan Africa","Africa",55908865,2.95456e+11,0,5,FALSE,2,0,1,0,156.358333333333,153.8,738.5,775,1,1,270,270,1008.5,1045,4,63,FALSE,"2:41:46",161.766666666667,9706
"215","Svetlana Vladimirovna Zakharova (Vasilyeva-)","F",33,160,46,17.96875,2004,"Russia","Eastern Europe","Europe",144067054,5.91017e+11,0,0,FALSE,1,0,0,0,166.8,166.8,597,597,1,1,270,270,867,867,278,9,FALSE,"2:32:04",152.066666666667,9124
"216","Madina Ulfatovna Biktagirova","F",35,158,46,18.4265342092613,2000,"Russia","Eastern Europe","Europe",146596557,2.59708e+11,0,0,FALSE,7,1,2,0,151,144.766666666667,817.857142857143,912,1,1,270,270,1087.85714285714,1182,35,5,FALSE,"2:26:33",146.55,8793
"217","Irina Nikolayevna Timofeyeva (Grigoryeva-)","F",38,164,48,17.8465199286139,2008,"Russia","Eastern Europe","Europe",142742350,1.66084e+12,0,0,FALSE,12,6,3,0,150.470833333333,144.233333333333,825.833333333333,921,1.91666666666667,1,241.25,270,1067.08333333333,1191,4,7,FALSE,"2:27:31",147.516666666667,8851
"218","Svetlana Vladimirovna Zakharova (Vasilyeva-)","F",37,160,46,17.96875,2008,"Russia","Eastern Europe","Europe",142742350,1.66084e+12,0,0,FALSE,1,0,0,0,166.8,166.8,597,597,1,1,270,270,867,867,326,22,FALSE,"2:32:16",152.266666666667,9136
"219","Lyubov Vasilyevna Morgunova","F",29,170,46,15.916955017301,2000,"Russia","Eastern Europe","Europe",146596557,2.59708e+11,0,0,FALSE,5,2,1,0,150.266666666667,146.55,828.4,884,1.4,1,255,270,1083.4,1136,4,23,FALSE,"2:32:35",152.583333333333,9155
"220","Lyudmila Nikolayevna Petrova (Yakimova-)","F",35,160,43,16.796875,2004,"Russia","Eastern Europe","Europe",144067054,5.91017e+11,0,0,FALSE,7,4,1,0,151.071428571429,142.55,818.428571428571,948,1.57142857142857,1,245,270,1063.42857142857,1218,28,8,FALSE,"2:31:56",151.933333333333,9116
"221","Claudette Mukasakindi","F",33,160,50,19.53125,2016,"Rwanda","Sub-Saharan Africa","Africa",11917508,8376048905,0,5,FALSE,2,0,0,0,160.925,160.3,674.5,683,1,1,270,270,944.5,953,51,126,FALSE,"3:05:57",185.95,11157
"222","Marcianne Mukamurenzi","F",28,156,51,20.956607495069,1988,"Rwanda","Sub-Saharan Africa","Africa",7030179,2395493878,0,5,FALSE,2,1,0,0,163.258333333333,156.883333333333,646,731,2,1,232.5,270,878.5,1001,3,38,FALSE,"2:40:12",160.2,9612
"223","Claudette Mukasakindi","F",29,160,50,19.53125,2012,"Rwanda","Sub-Saharan Africa","Africa",10788853,7315702176,0,5,FALSE,1,0,0,0,160.3,160.3,683,683,1,1,270,270,953,953,3,101,FALSE,"2:51:07",171.116666666667,10267
"224","Genoveva Eichenmann","F",31,162,52,19.8140527358634,1988,"Switzerland","Western Europe","Europe",6593386,2.09298e+11,0,0,FALSE,4,0,1,0,156.475,154.716666666667,736.5,762,1,1,270,270,1006.5,1032,4,47,FALSE,"2:44:37",164.616666666667,9877
"225","Maja Doris Neuenschwander","F",32,168,53,18.7783446712018,2012,"Switzerland","Western Europe","Europe",7996861,6.68044e+11,0,0,FALSE,7,4,0,1,158.571428571429,151.933333333333,708.285714285714,802,3.28571428571429,1,199.285714285714,270,907.571428571429,1072,4,53,FALSE,"2:34:50",154.833333333333,9290
"226","Daria Nauer (-Lyrenmann)","F",34,168,50,17.7154195011338,2000,"Switzerland","Western Europe","Europe",7184250,2.72055e+11,0,0,FALSE,1,1,0,0,152.633333333333,152.633333333333,792,792,2,2,220,220,1012,1012,11,38,FALSE,"2:43:00",163,9780
"227","Maja Doris Neuenschwander","F",36,168,53,18.7783446712018,2016,"Switzerland","Western Europe","Europe",8372098,6.68851e+11,0,0,FALSE,11,5,2,1,155.022727272727,146.816666666667,759.636363636364,880,3,1,202.727272727273,270,962.363636363636,1100,11,29,FALSE,"2:34:27",154.45,9267
"228","Evy Gunilla Palm (Warnicke-)","F",46,166,53,19.2335607490202,1988,"Sweden","Northern Europe","Europe",8436489,2.04068e+11,0,0,FALSE,4,2,0,0,157.854166666667,151.583333333333,721.5,808,1.25,1,257.5,270,979,1078,4,24,FALSE,"2:34:41",154.683333333333,9281
"229","Isabellah Moraa Andersson (Amoro-)","F",31,170,55,19.0311418685121,2012,"Sweden","Northern Europe","Europe",9519374,5.43881e+11,0,0,FALSE,5,2,1,0,148.526666666667,143.683333333333,855.4,930,1.8,1,235,270,1090.4,1150,19,18,FALSE,"2:27:36",147.6,8856
"230","Jane Vongvorachoti","F",32,166,53,19.2335607490202,2016,"Thailand","South-eastern Asia","Asia",68863514,4.07026e+11,0,0,FALSE,4,2,1,1,167.3375,160.666666666667,593.75,678,4.75,1,190,270,783.75,948,22,91,FALSE,"2:47:27",167.45,10047
"231","Natthaya Thanaronnawat","F",37,158,47,18.8271110398974,2016,"Thailand","South-eastern Asia","Asia",68863514,4.07026e+11,0,0,FALSE,4,0,1,1,177.245833333333,164.75,475.5,623,2.5,1,236.25,270,711.75,783,7,130,FALSE,"3:11:31",191.516666666667,11491
"232","Aguida Fatima Amaral","F",32,148,43,19.6311176040906,2004,"Timor-Leste","South-eastern Asia","Asia",996698,442875784,0,0,FALSE,1,0,1,0,190.916666666667,190.916666666667,328,328,9,9,80,80,408,408,47,65,FALSE,"3:18:25",198.416666666667,11905
"233","Amira Ben Amor","F",26,168,49,17.3611111111111,2012,"Tunisia","Northern Africa","Africa",10886668,45044112939,0,0,FALSE,1,0,0,0,162.25,162.25,656,656,1,1,270,270,926,926,9,80,FALSE,"2:40:13",160.216666666667,9613
"234","Sultan Haydar","F",25,170,55,19.0311418685121,2012,"Turkey","Western Asia","Asia",74569867,8.73982e+11,0,1,FALSE,2,1,1,0,150.125,145.15,831,906,1,1,270,270,1101,1176,4,72,FALSE,"2:38:26",158.433333333333,9506
"235","Sultan Haydar","F",29,170,55,19.0311418685121,2016,"Turkey","Western Asia","Asia",79512426,8.63712e+11,0,1,FALSE,5,3,1,0,148.01,144.733333333333,862.6,913,1.2,1,260,270,1122.6,1176,19,111,FALSE,"2:53:57",173.95,10437
"236","Esma Aydemir","F",24,160,48,18.75,2016,"Turkey","Western Asia","Asia",79512426,8.63712e+11,0,1,FALSE,1,0,1,0,155.366666666667,155.366666666667,752,752,3,3,195,195,947,947,4,58,FALSE,"2:39:59",159.983333333333,9599
"237","Jane Suuto","F",33,176,58,18.724173553719,2012,"Uganda","Sub-Saharan Africa","Africa",36306796,23132149257,0,5,FALSE,6,0,0,1,164.444444444444,157.716666666667,628.666666666667,719,1,1,270,270,898.666666666667,989,14,93,FALSE,"2:44:46",164.766666666667,9886
"238","Olha Yevstafivna Kotovska","F",32,167,50,17.9282154254366,2016,"Ukraine","Eastern Europe","Europe",45004645,93270479389,0,0,FALSE,6,0,0,4,154.383333333333,149.216666666667,767.5,843,1.16666666666667,1,261.666666666667,270,1029.16666666667,1100,16,33,FALSE,"2:34:57",154.95,9297
"239","Nataliya Serhivna Lehonkova","F",33,161,48,18.5178040970642,2016,"Ukraine","Eastern Europe","Europe",45004645,93270479389,0,0,FALSE,8,0,1,1,162.970833333333,151.133333333333,652,814,1.125,1,263.75,270,915.75,1084,10,87,FALSE,"2:46:08",166.133333333333,9968
"240","Olena Ivanivna Burkovska","F",30,158,50,20.0288415318058,2012,"Ukraine","Eastern Europe","Europe",45593300,1.75781e+11,0,0,FALSE,4,1,2,1,151.279166666667,148.516666666667,812.25,854,1,1,270,270,1082.25,1124,23,48,FALSE,"2:33:26",153.433333333333,9206
"241","Anne Marie Lauck (Letko-)","F",27,168,48,17.0068027210884,1996,"USA","Northern America","Northern America",269394000,8.1002e+12,0,0,TRUE,1,0,0,0,151.3,151.3,812,812,1,1,270,270,1082,1082,6,10,FALSE,"2:31:30",151.5,9090
"242","Jennifer L. ""Jen"" Rhines","F",30,160,48,18.75,2004,"USA","Northern America","Northern America",292805298,1.22749e+13,0,0,FALSE,2,1,0,0,155.608333333333,149.95,751,832,2,1,232.5,270,983.5,1102,4,34,FALSE,"2:43:52",163.866666666667,9832
"243","Blake Russell (Phillips-)","F",33,165,48,17.6308539944904,2008,"USA","Northern America","Northern America",304093966,1.47186e+13,0,0,FALSE,4,2,0,0,150.7625,149.166666666667,820,844,1.25,1,257.5,270,1077.5,1114,34,27,FALSE,"2:33:13",153.216666666667,9193
"244","Shalane Flanagan (-Edwards)","F",31,166,47,17.056176513282,2012,"USA","Northern America","Northern America",313998379,1.61553e+13,0,0,FALSE,2,0,0,1,147.15,145.633333333333,875.5,899,1,1,270,270,1145.5,1169,7,10,FALSE,"2:25:51",145.85,8751
"245","Kara Goucher (Grgas-, Wheeler-)","F",34,170,56,19.3771626297578,2012,"USA","Northern America","Northern America",313998379,1.61553e+13,0,0,FALSE,2,1,0,1,146.95,146.1,878,891,3,2,197.5,220,1075.5,1111,7,11,FALSE,"2:26:07",146.116666666667,8767
"246","Shalane Flanagan (-Edwards)","F",35,166,47,17.056176513282,2016,"USA","Northern America","Northern America",323127513,1.86245e+13,0,0,FALSE,3,1,0,1,145.177777777778,141.233333333333,906.666666666667,969,1.33333333333333,1,253.333333333333,270,1160,1189,23,6,FALSE,"2:25:26",145.433333333333,8726
"247","Christine ""Chris"" Clark","F",37,165,50,18.3654729109275,2000,"USA","Northern America","Northern America",282162411,1.02848e+13,0,0,FALSE,1,0,0,0,160.633333333333,160.633333333333,678,678,1,1,270,270,948,948,10,19,FALSE,"2:31:35",151.583333333333,9095
"248","Rutendo Joan Nyahora","F",27,155,45,18.7304890738814,2016,"Zimbabwe","Sub-Saharan Africa","Africa",16150362,16619960402,0,5,FALSE,1,0,0,0,159.966666666667,159.966666666667,687,687,1,1,270,270,957,957,4,92,FALSE,"2:47:32",167.533333333333,10052
"249","Tarath Tabitha Tsatsa","F",35,158,44,17.6253805479891,2008,"Zimbabwe","Sub-Saharan Africa","Africa",13558469,4415702800,0,5,FALSE,5,0,2,1,154.783333333333,149.333333333333,762.6,841,1.4,1,255,270,1017.6,1098,5,49,FALSE,"2:37:10",157.166666666667,9430
