"","Name","Sex","Age","Height","Weight","bmi","Year","Nationality","SubRegion","continent","Population","GDP","countryWins","subRegionWins","HomeAdvantage","marathons","Gmarathons","Smarathons","Bmarathons","avgTime","bestTime","avgTimeScore","bestTimeScore","avgPosition","bestPosition","avgPositionScore","bestPositionScore","avgPerformanceScore","bestPerformanceScore","monthsBestTime","Position","Medal","Time","TimeMins","TimeSecs"
"92","Tracey Anne Morris (Jones-)","F",36,170,53,18.3391003460208,2004,"UK","Northern Europe","Europe",59987905,2.39856e+12,0,0,FALSE,1,1,0,0,153.866666666667,153.866666666667,774,774,2,2,220,220,994,994,4,29,FALSE,"2:41:00",161,9660
"93","Mara Rosalind Yamauchi (Myers-)","F",34,162,51,19.4330132601738,2008,"UK","Northern Europe","Europe",61806995,2.89056e+12,0,0,FALSE,4,3,1,0,149.45,145.216666666667,842,905,2.75,2,201.25,220,1043.25,1118,28,6,FALSE,"2:27:29",147.483333333333,8849
"94","Freya Murray (-Ross)","F",28,158,44,17.6253805479891,2012,"UK","Northern Europe","Europe",63700300,2.66209e+12,0,0,TRUE,1,1,0,0,148.166666666667,148.166666666667,859,859,6,6,145,145,1004,1004,4,44,FALSE,"2:32:14",152.233333333333,9134
"95","Claire Anne Hallissey (Willer-)","F",29,164,48,17.8465199286139,2012,"UK","Northern Europe","Europe",63700300,2.66209e+12,0,0,TRUE,3,2,0,0,151.133333333333,147.733333333333,815.333333333333,866,4.33333333333333,3,168.333333333333,195,983.666666666667,1035,4,57,FALSE,"2:35:39",155.65,9339
"96","Alyson Dixon","F",37,155,43,17.89802289282,2016,"UK","Northern Europe","Europe",65637239,2.6479e+12,0,0,FALSE,6,3,0,2,154.330555555556,149.5,768.5,839,4,1,191.666666666667,270,960.166666666667,1084,11,28,FALSE,"2:34:11",154.183333333333,9251
"97","Sonia Samuels","F",37,162,47,17.908855357415,2016,"UK","Northern Europe","Europe",65637239,2.6479e+12,0,0,FALSE,4,3,0,0,152.5125,148.066666666667,794.75,861,3.75,2,181.25,220,976,1037,11,30,FALSE,"2:34:36",154.6,9276
"98","Paula Jane Radcliffe (-Lough)","F",34,173,54,18.0427010591734,2008,"UK","Northern Europe","Europe",61806995,2.89056e+12,0,0,FALSE,3,3,0,0,136.805555555556,135.416666666667,1043.33333333333,1067,1,1,270,270,1313.33333333333,1337,64,23,FALSE,"2:32:38",152.633333333333,9158
"99","Anja Scherl","F",30,160,48,18.75,2016,"Germany","Western Europe","Europe",82667685,3.4778e+12,0,0,FALSE,3,0,3,0,157.522222222222,147.833333333333,726.333333333333,864,1.33333333333333,1,253.333333333333,270,979.666666666667,1134,4,44,FALSE,"2:37:23",157.383333333333,9443
"100","Irina Mikitenko (Volynskaya-)","F",39,162,47,17.908855357415,2012,"Germany","Western Europe","Europe",80425823,3.54398e+12,0,0,FALSE,6,6,0,0,143.366666666667,139.316666666667,935.333333333333,1001,1.5,1,254.166666666667,270,1189.5,1271,47,14,FALSE,"2:26:44",146.733333333333,8804
"101","Anna Hahner","F",26,165,48,17.6308539944904,2016,"Germany","Western Europe","Europe",82667685,3.4778e+12,0,0,FALSE,5,2,1,1,149.156666666667,146.733333333333,844.6,882,2.6,1,226,270,1070.6,1133,23,81,FALSE,"2:45:32",165.533333333333,9932
"102","Melanie Kraus","F",33,165,50,18.3654729109275,2008,"Germany","Western Europe","Europe",82110097,3.75237e+12,0,0,FALSE,6,3,2,0,153.883333333333,147.95,776,863,2,1,224.166666666667,270,1000.16666666667,1118,95,38,FALSE,"2:35:17",155.283333333333,9317
"103","Lisa Hahner","F",26,167,50,17.9282154254366,2016,"Germany","Western Europe","Europe",82667685,3.4778e+12,0,0,FALSE,4,0,3,1,151.333333333333,148.65,811.5,852,2,1,226.25,270,1037.75,1122,10,82,FALSE,"2:45:33",165.55,9933
"104","Susanne Hahn (Ritter-)","F",34,169,50,17.5063898322888,2012,"Germany","Western Europe","Europe",80425823,3.54398e+12,0,0,FALSE,5,1,2,0,150.763333333333,148.816666666667,820,849,1.2,1,260,270,1080,1119,10,32,FALSE,"2:30:22",150.366666666667,9022
"105","Luminita Zaituc","F",35,165,50,18.3654729109275,2004,"Germany","Western Europe","Europe",82516260,2.81925e+12,0,0,FALSE,3,0,2,0,147.555555555556,146.016666666667,869,893,1,1,270,270,1139,1163,34,18,FALSE,"2:36:45",156.75,9405
"106","Susanne Hahn (Ritter-)","F",30,169,50,17.5063898322888,2008,"Germany","Western Europe","Europe",82110097,3.75237e+12,0,0,FALSE,3,1,1,0,151.855555555556,149.583333333333,803.666666666667,838,1.33333333333333,1,253.333333333333,270,1057,1108,3,52,FALSE,"2:38:31",158.516666666667,9511
"107","Sofia Riga","F",28,154,46,19.3961882273571,2016,"Greece","Southern Europe","Europe",10746740,1.92691e+11,0,1,FALSE,4,2,0,0,162.979166666667,159.166666666667,647.5,698,3.75,1,195,270,842.5,918,35,103,FALSE,"2:49:07",169.116666666667,10147
"108","Georgia Abatzidou","F",35,155,43,17.89802289282,2004,"Greece","Southern Europe","Europe",10955141,2.40521e+11,0,1,TRUE,4,1,1,0,167.720833333333,156.95,588.5,730,1.5,1,245,270,833.5,950,11,50,FALSE,"2:50:01",170.016666666667,10201
"109","Gina Lizeth Coello Touche","F",37,160,44,17.1875,2000,"Honduras","Latin America and the Caribbean","Latin America and the Caribbean",6524283,7103529494,0,0,FALSE,4,0,1,0,184.379166666667,178.183333333333,397,460,3,2,196.25,220,593.25,655,12,42,FALSE,"3:02:32",182.533333333333,10952
"110","Krisztina Papp","F",33,173,53,17.708576965485,2016,"Hungary","Eastern Europe","Europe",9817958,1.25817e+11,0,0,FALSE,1,0,1,0,156.983333333333,156.983333333333,729,729,3,3,195,195,924,924,16,65,FALSE,"2:42:03",162.05,9723
"111","Petra Teveli (Prokoppne-)","F",28,165,48,17.6308539944904,2008,"Hungary","Eastern Europe","Europe",10038188,1.57998e+11,0,0,FALSE,6,0,0,1,163.05,155.35,647.5,752,1.16666666666667,1,261.666666666667,270,909.166666666667,1022,8,65,FALSE,"2:48:32",168.533333333333,10112
"112","Simona Staicu","F",33,163,47,17.6897888516692,2004,"Hungary","Eastern Europe","Europe",10107146,1.04067e+11,0,0,FALSE,9,3,2,2,154.374074074074,149.983333333333,767.888888888889,832,1.66666666666667,1,239.444444444444,270,1007.33333333333,1068,20,45,FALSE,"2:48:57",168.95,10137
"113","Kavita Maheshkumar Tungar (Raut-)","F",31,157,45,18.2563187147552,2016,"India","Southern Asia","Asia",1324171354,2.26379e+12,0,0,FALSE,1,0,0,0,158.633333333333,158.633333333333,706,706,1,1,270,270,976,976,6,120,FALSE,"2:59:29",179.483333333333,10769
"114","Breege Connolly","F",38,163,54,20.3244382551093,2016,"Ireland","Northern Europe","Europe",4773095,3.04819e+11,0,0,FALSE,7,2,1,1,168.054761904762,157.483333333333,585.571428571429,722,4.28571428571429,1,195,270,780.571428571429,840,16,76,FALSE,"2:44:41",164.683333333333,9881
"115","Linda Byrne","F",26,163,50,18.8189243102864,2012,"Ireland","Northern Europe","Europe",4586897,2.25572e+11,0,0,FALSE,1,0,0,0,156.35,156.35,738,738,2,2,220,220,958,958,10,66,FALSE,"2:37:13",157.216666666667,9433
"116","Caitriona Jennings","F",32,163,53,19.9480597689036,2012,"Ireland","Northern Europe","Europe",4586897,2.25572e+11,0,0,FALSE,2,0,1,0,159.691666666667,156.283333333333,692,739,5,4,160,175,852,884,4,107,FALSE,"3:22:11",202.183333333333,12131
"117","Marie Murphy-Rollins","F",29,168,52,18.4240362811791,1988,"Ireland","Northern Europe","Europe",3524949,37818133413,0,0,FALSE,1,0,0,0,160.75,160.75,677,677,1,1,270,270,947,947,4,57,FALSE,"2:54:37",174.616666666667,10477
"118","Ava Hutchinson","F",29,165,51,18.732782369146,2012,"Ireland","Northern Europe","Europe",4586897,2.25572e+11,0,0,FALSE,2,0,0,1,159.175,155.55,699.5,750,2,1,232.5,270,932,1020,7,68,FALSE,"2:37:17",157.283333333333,9437
"119","Ailish Smyth","F",29,171,64,21.8870763653774,1988,"Ireland","Northern Europe","Europe",3524949,37818133413,0,0,FALSE,1,1,0,0,159.6,159.6,692,692,3,3,195,195,887,887,10,46,FALSE,"2:44:17",164.283333333333,9857
"120","Maor Tiyouri","F",25,148,44,20.0876552227904,2016,"Israel","Western Asia","Asia",8547100,3.17745e+11,0,1,FALSE,1,0,1,0,162.366666666667,162.366666666667,655,655,1,1,270,270,925,925,3,90,FALSE,"2:47:27",167.45,10047
"121","Rosaria Console","F",32,160,42,16.40625,2012,"Italy","Southern Europe","Europe",59539717,2.07282e+12,0,1,FALSE,9,4,1,1,151.962962962963,146.166666666667,804.666666666667,890,2,1,234.444444444444,270,1039.11111111111,1151,11,30,FALSE,"2:30:09",150.15,9009
"122","Maria Curatolo","F",24,147,40,18.5108056828173,1988,"Italy","Southern Europe","Europe",56629288,8.88668e+11,0,1,FALSE,2,0,1,0,157.291666666667,156.083333333333,725,742,2,1,232.5,270,957.5,1012,45,8,FALSE,"2:30:14",150.233333333333,9014
"123","Vincenza Sicari","F",29,165,45,16.5289256198347,2008,"Italy","Southern Europe","Europe",58826731,2.39073e+12,0,1,FALSE,2,0,0,0,151.541666666667,149.85,808.5,834,1,1,270,270,1078.5,1104,4,29,FALSE,"2:33:31",153.516666666667,9211
"124","Valeria Straneo","F",36,165,45,16.5289256198347,2012,"Italy","Southern Europe","Europe",59539717,2.07282e+12,0,1,FALSE,3,1,1,0,152.988888888889,143.733333333333,795.333333333333,929,2.66666666666667,1,215,270,1010.33333333333,1149,4,8,FALSE,"2:25:27",145.45,8727
"125","Maura Viceconte","F",32,155,47,19.5629552549428,2000,"Italy","Southern Europe","Europe",56942108,1.14176e+12,0,1,FALSE,5,0,0,0,149.083333333333,143.783333333333,846.2,928,1.2,1,260,270,1106.2,1198,3,12,FALSE,"2:29:26",149.433333333333,8966
"126","Ornella Ferrara","F",32,153,42,17.9418172497757,2000,"Italy","Southern Europe","Europe",56942108,1.14176e+12,0,1,FALSE,6,0,0,0,153.163888888889,148.016666666667,785.333333333333,862,1.33333333333333,1,257.5,270,1042.83333333333,1132,39,18,FALSE,"2:31:32",151.533333333333,9092
"127","Catherine Bertone","F",44,160,45,17.578125,2016,"Italy","Southern Europe","Europe",60600590,1.85891e+12,0,1,FALSE,11,1,3,2,160.15303030303,150.316666666667,688.818181818182,827,2.27272727272727,1,232.727272727273,270,921.545454545455,1097,4,25,FALSE,"2:33:29",153.483333333333,9209
"128","Rosaria Console","F",24,160,42,16.40625,2004,"Italy","Southern Europe","Europe",57685327,1.79831e+12,0,1,FALSE,4,1,0,0,150.654166666667,147.8,821.75,865,1.5,1,251.25,270,1073,1135,16,16,FALSE,"2:35:56",155.933333333333,9356
"129","Valeria Straneo","F",40,165,45,16.5289256198347,2016,"Italy","Southern Europe","Europe",60600590,1.85891e+12,0,1,FALSE,5,1,1,0,150.076666666667,143.733333333333,836.2,929,2.2,1,227,270,1063.2,1163,52,13,FALSE,"2:29:44",149.733333333333,8984
"130","Anna Carmela Incerti (-Scaini)","F",28,168,44,15.5895691609977,2008,"Italy","Southern Europe","Europe",58826731,2.39073e+12,0,1,FALSE,2,0,1,0,154.741666666667,152.883333333333,761.5,788,2.5,2,207.5,220,969,1008,24,14,FALSE,"2:30:55",150.916666666667,9055
"131","Anna Carmela Incerti (-Scaini)","F",32,168,44,15.5895691609977,2012,"Italy","Southern Europe","Europe",59539717,2.07282e+12,0,1,FALSE,6,1,1,2,150.844444444444,145.533333333333,819.666666666667,900,1.83333333333333,1,236.666666666667,270,1056.33333333333,1137,11,29,FALSE,"2:29:38",149.633333333333,8978
"132","Laura Fogli (-Rossetti)","F",28,168,50,17.7154195011338,1988,"Italy","Southern Europe","Europe",56629288,8.88668e+11,0,1,FALSE,6,0,0,0,154.511111111111,149.466666666667,766.5,839,1.16666666666667,1,261.666666666667,270,1028.16666666667,1105,48,6,FALSE,"2:27:49",147.816666666667,8869
"133","Bruna Genovese","F",31,161,50,19.2893792677752,2008,"Italy","Southern Europe","Europe",58826731,2.39073e+12,0,1,FALSE,6,1,3,0,149.175,145.583333333333,844.5,900,2.16666666666667,1,225,270,1069.5,1154,81,17,FALSE,"2:31:31",151.516666666667,9091
"134","Antonella Luigina Bizioli","F",31,160,50,19.53125,1988,"Italy","Southern Europe","Europe",56629288,8.88668e+11,0,1,FALSE,2,1,1,0,157.216666666667,156.65,726,734,1.5,1,245,270,971,988,16,23,FALSE,"2:34:38",154.633333333333,9278
"135","Bruna Genovese","F",27,161,50,19.2893792677752,2004,"Italy","Southern Europe","Europe",57685327,1.79831e+12,0,1,FALSE,3,1,1,0,149.883333333333,145.583333333333,834,900,2.66666666666667,2,205,220,1039,1120,33,10,FALSE,"2:32:50",152.833333333333,9170
"136","Yurika Nakamura","F",22,166,48,17.4190738859051,2008,"Japan","Eastern Asia","Asia",128063000,5.03791e+12,2,3,FALSE,1,0,1,0,145.85,145.85,895,895,1,1,270,270,1165,1165,5,13,FALSE,"2:30:19",150.316666666667,9019
"137","Tomomi Tanaka","F",28,154,39,16.4445943666723,2016,"Japan","Eastern Asia","Asia",126994511,4.94016e+12,2,3,FALSE,3,1,2,0,145.8,143.316666666667,896.666666666667,936,2.33333333333333,2,211.666666666667,220,1108.33333333333,1156,5,19,FALSE,"2:31:12",151.2,9072
"138","Mizuki Noguchi","F",26,150,40,17.7777777777778,2004,"Japan","Eastern Asia","Asia",127761000,4.81515e+12,2,3,FALSE,2,0,2,0,143.441666666667,141.3,934,968,1,1,270,270,1204,1238,19,1,TRUE,"2:26:20",146.333333333333,8780
"139","Naoko Sakamoto","F",23,161,44,16.9746537556421,2004,"Japan","Eastern Asia","Asia",127761000,4.81515e+12,2,3,FALSE,2,0,2,0,143.666666666667,141.85,930,959,1.5,1,245,270,1175,1179,19,7,FALSE,"2:31:43",151.716666666667,9103
"140","Eri Yamaguchi","F",27,164,47,17.4747174301011,2000,"Japan","Eastern Asia","Asia",126843000,4.88752e+12,2,3,FALSE,5,0,2,0,150.783333333333,142.2,822.2,954,1,1,270,270,1092.2,1224,9,7,FALSE,"2:27:03",147.05,8823
"141","Risa Shigetomo","F",24,168,50,17.7154195011338,2012,"Japan","Eastern Asia","Asia",127629000,6.20321e+12,2,3,FALSE,2,1,1,0,147.425,143.383333333333,871.5,934,2.5,1,222.5,270,1094,1204,7,79,FALSE,"2:40:06",160.1,9606
"142","Ryoko Kizaki","F",27,157,43,17.4449267718772,2012,"Japan","Eastern Asia","Asia",127629000,6.20321e+12,2,3,FALSE,2,0,2,0,147.05,146.533333333333,877,885,1,1,270,270,1147,1155,9,16,FALSE,"2:27:16",147.266666666667,8836
"143","Yoshimi Ozaki","F",31,155,41,17.0655567117586,2012,"Japan","Eastern Asia","Asia",127629000,6.20321e+12,2,3,FALSE,5,2,3,0,145.903333333333,143.5,895.4,933,1.4,1,255,270,1150.4,1203,45,19,FALSE,"2:27:43",147.716666666667,8863
"144","Naoko Takahashi","F",28,161,52,20.0609544384862,2000,"Japan","Eastern Asia","Asia",126843000,4.88752e+12,2,3,FALSE,3,0,2,0,145.211111111111,141.783333333333,906.666666666667,960,1,1,270,270,1176.66666666667,1230,20,1,TRUE,"2:23:14",143.233333333333,8594
"145","Reiko Tosa","F",28,167,46,16.4939581914016,2004,"Japan","Eastern Asia","Asia",127761000,4.81515e+12,2,3,FALSE,4,1,2,0,144.354166666667,142.766666666667,918.75,944,1.5,1,245,270,1163.75,1195,28,5,FALSE,"2:28:44",148.733333333333,8924
"146","Eriko Asai","F",28,150,40,17.7777777777778,1988,"Japan","Eastern Asia","Asia",122613000,3.05064e+12,2,3,FALSE,6,0,4,0,157.755555555556,152.216666666667,720.333333333333,798,1.5,1,249.166666666667,270,969.5,1046,7,25,FALSE,"2:34:41",154.683333333333,9281
"147","Kumi Araki","F",22,153,40,17.0874449997864,1988,"Japan","Eastern Asia","Asia",122613000,3.05064e+12,2,3,FALSE,2,0,2,0,154.433333333333,151.666666666667,766,806,1.5,1,245,270,1011,1026,7,28,FALSE,"2:35:15",155.25,9315
"148","Kayoko Fukushi","F",34,160,47,18.359375,2016,"Japan","Eastern Asia","Asia",126994511,4.94016e+12,2,3,FALSE,7,3,4,0,148.654761904762,142.283333333333,855.142857142857,952,1.57142857142857,1,245,270,1100.14285714286,1222,7,14,FALSE,"2:29:53",149.883333333333,8993
"149","Mai Ito","F",32,156,41,16.8474687705457,2016,"Japan","Eastern Asia","Asia",126994511,4.94016e+12,2,3,FALSE,6,1,5,0,147.247222222222,144.7,873.666666666667,913,1.66666666666667,1,240.833333333333,270,1114.5,1149,17,46,FALSE,"2:37:37",157.616666666667,9457
"150","Ari Ichihashi","F",22,157,42,17.0392308004382,2000,"Japan","Eastern Asia","Asia",126843000,4.88752e+12,2,3,FALSE,3,0,2,0,148.45,147.033333333333,855,877,1,1,270,270,1125,1147,12,15,FALSE,"2:30:34",150.566666666667,9034
"151","Misako Miyahara","F",26,155,41,17.0655567117586,1988,"Japan","Eastern Asia","Asia",122613000,3.05064e+12,2,3,FALSE,3,0,3,0,153.3,149.616666666667,783,837,1.33333333333333,1,253.333333333333,270,1036.33333333333,1107,7,29,FALSE,"2:35:26",155.433333333333,9326
"152","Irina Smolnikova","F",36,163,55,20.7008167413151,2016,"Kazakhstan","Central Asia","Asia",17797032,1.37278e+11,0,0,FALSE,3,0,0,0,162.794444444444,160.366666666667,649.333333333333,682,1,1,270,270,919.333333333333,952,23,122,FALSE,"3:00:31",180.516666666667,10831
"153","Edna Ngeringwony Kiplagat","F",32,162,50,19.0519737844841,2012,"Kenya","Sub-Saharan Africa","Africa",43646629,50412754822,3,5,FALSE,4,2,0,0,149.141666666667,139.833333333333,855,992,1.5,1,245,270,1100,1212,4,20,FALSE,"2:27:52",147.866666666667,8872
"154","Esther Wanjiru Maina","F",23,162,48,18.2898948331047,2000,"Kenya","Sub-Saharan Africa","Africa",31450483,12705357103,3,5,FALSE,3,0,3,0,149.5,143.516666666667,842,932,1,1,270,270,1112,1202,7,4,FALSE,"2:26:17",146.283333333333,8777
"155","Joyce Chepchumba Koech","F",29,160,52,20.3125,2000,"Kenya","Sub-Saharan Africa","Africa",31450483,12705357103,3,5,FALSE,4,4,0,0,146.079166666667,143.366666666667,892.25,935,1,1,270,270,1162.25,1205,16,3,TRUE,"2:24:45",144.75,8685
"156","Alice Chelangat","F",27,152,49,21.2084487534626,2004,"Kenya","Sub-Saharan Africa","Africa",35074931,16095337094,3,5,FALSE,4,0,1,2,148.8125,146.6,849.75,884,1,1,270,270,1119.75,1154,32,11,FALSE,"2:33:52",153.866666666667,9232
"157","Tegla Loroupe Chepkite","F",29,156,40,16.4365548980934,2000,"Kenya","Sub-Saharan Africa","Africa",31450483,12705357103,3,5,FALSE,4,2,2,0,142.041666666667,140.716666666667,956.5,978,1,1,270,270,1226.5,1248,11,13,FALSE,"2:29:45",149.75,8985
"158","Salina Jebet Kosgei","F",31,162,58,22.1002895900015,2008,"Kenya","Sub-Saharan Africa","Africa",39148416,35895153328,3,5,FALSE,5,3,1,0,145.323333333333,143.366666666667,903.8,935,1.2,1,260,270,1163.8,1205,23,10,FALSE,"2:29:28",149.466666666667,8968
"159","Mary Jepkosgei Keitany","F",30,158,42,16.8242268867169,2012,"Kenya","Sub-Saharan Africa","Africa",43646629,50412754822,3,5,FALSE,3,2,0,0,142.316666666667,138.616666666667,953,1012,1.33333333333333,1,253.333333333333,270,1206.33333333333,1282,4,4,FALSE,"2:23:56",143.933333333333,8636
"160","Jemima Jelagat Sumgong","F",31,160,45,17.578125,2016,"Kenya","Sub-Saharan Africa","Africa",48461567,70529014778,3,5,FALSE,8,3,1,0,147.433333333333,140.8,872,976,1.625,1,245,270,1117,1246,34,1,TRUE,"2:24:04",144.066666666667,8644
"161","Priscah Jeptoo (-Chepsirut)","F",28,165,49,17.9981634527089,2012,"Kenya","Sub-Saharan Africa","Africa",43646629,50412754822,3,5,FALSE,4,2,0,1,145.2125,140.233333333333,906.5,986,1.5,1,251.25,270,1157.75,1212,4,2,TRUE,"2:23:12",143.2,8592
"162","Visiline Jepkesho","F",26,160,43,16.796875,2016,"Kenya","Sub-Saharan Africa","Africa",48461567,70529014778,3,5,FALSE,3,2,0,0,145.8,144.733333333333,896.333333333333,913,1,1,270,270,1166.33333333333,1183,16,86,FALSE,"2:46:05",166.083333333333,9965
"163","Mariya Korobitskaya","F",26,155,55,22.8928199791883,2016,"Kyrgyzstan","Central Asia","Asia",6082700,6551287938,0,0,FALSE,3,0,0,2,162.444444444444,158.583333333333,654.333333333333,707,1,1,270,270,924.333333333333,977,11,94,FALSE,"2:47:53",167.883333333333,10073
"164","Viktoriia Poliudina","F",27,165,55,20.2020202020202,2016,"Kyrgyzstan","Central Asia","Asia",6082700,6551287938,0,0,FALSE,3,0,1,0,169.066666666667,160.6,571.666666666667,679,3,1,225,270,796.666666666667,949,3,62,FALSE,"2:41:37",161.616666666667,9697
"165","Sirivanh Ketavong","F",30,153,49,20.9321201247383,2000,"Laos","South-eastern Asia","Asia",5329304,1731198022,0,0,FALSE,2,0,0,0,206.966666666667,205.266666666667,193,205,4.5,2,177.5,220,370.5,401,49,45,FALSE,"3:34:27",214.45,12867
"166","Ilona Marhele","F",30,164,50,18.5901249256395,2016,"Latvia","Northern Europe","Europe",1960424,27572698482,0,0,FALSE,3,0,2,0,160.666666666667,158.016666666667,679,715,4.33333333333333,1,190,270,869,890,10,61,FALSE,"2:41:02",161.033333333333,9662
"167","Dace Lina","F",30,162,53,20.1950922115531,2012,"Latvia","Northern Europe","Europe",2034319,28119996053,0,0,FALSE,2,0,1,1,159.158333333333,158.183333333333,698.5,712,3.5,1,207.5,270,906,982,3,98,FALSE,"2:47:47",167.783333333333,10067
"168","Mamorallo Tjoka","F",27,150,56,24.8888888888889,2012,"Lesotho","Sub-Saharan Africa","Africa",2089928,2678494689,0,5,FALSE,7,0,0,0,164.883333333333,159.633333333333,622,692,1.14285714285714,1,262.857142857143,270,884.857142857143,962,54,90,FALSE,"2:43:15",163.25,9795
"169","Chirine Njeim","F",31,168,60,21.2585034013605,2016,"Lebanon","Western Asia","Asia",6006668,49598825982,0,1,FALSE,5,4,0,1,177.51,164.316666666667,474,629,3.4,1,196,270,670,774,7,109,FALSE,"2:51:08",171.133333333333,10268
"170","Clarisse Rasoarizay","F",32,150,40,17.7777777777778,2004,"Madagascar","Sub-Saharan Africa","Africa",17802997,4363934494,0,5,FALSE,2,1,1,0,167.2,166.483333333333,591.5,601,2.5,1,222.5,270,814,871,37,43,FALSE,"2:48:14",168.233333333333,10094
"171","Kenza Wahbi","F",33,160,47,18.359375,2004,"Morocco","Northern Africa","Africa",30179285,59626020162,0,0,FALSE,1,1,0,0,156.483333333333,156.483333333333,736,736,5,5,155,155,891,891,12,30,FALSE,"2:41:36",161.6,9696
"172","Hafida Izem","F",25,160,41,16.015625,2004,"Morocco","Northern Africa","Africa",30179285,59626020162,0,0,FALSE,3,0,0,0,160.105555555556,156.033333333333,688,743,1.33333333333333,1,253.333333333333,270,941.333333333333,1013,3,27,FALSE,"2:40:46",160.766666666667,9646
"173","Tereza Master","F",27,149,45,20.2693572361605,2016,"Malawi","Sub-Saharan Africa","Africa",18091575,5433038647,0,5,FALSE,1,0,0,0,170.9,170.9,545,545,2,2,220,220,765,765,25,98,FALSE,"2:48:34",168.566666666667,10114
"174","Margarita Tapia Garca","F",27,161,50,19.2893792677752,2004,"Mexico","Latin America and the Caribbean","Latin America and the Caribbean",106995583,7.70268e+11,0,0,FALSE,3,0,0,1,155.311111111111,148.6,755.333333333333,853,1,1,270,270,1025.33333333333,1123,7,38,FALSE,"2:46:14",166.233333333333,9974
"175","Blanca Jaime","F",22,158,52,20.829995193078,1988,"Mexico","Latin America and the Caribbean","Latin America and the Caribbean",82083919,1.83144e+11,0,0,FALSE,1,0,0,0,156.183333333333,156.183333333333,740,740,1,1,270,270,1010,1010,5,43,FALSE,"2:43:00",163,9780
"176","Marisol Guadalupe Romero Rosales","F",29,155,46,19.1467221644121,2012,"Mexico","Latin America and the Caribbean","Latin America and the Caribbean",120828307,1.1866e+12,0,0,FALSE,5,0,0,0,162.796666666667,151.25,652.2,813,1,1,270,270,922.2,1083,5,46,FALSE,"2:33:08",153.133333333333,9188
"177","Mara del Carmen Daz Mancilla","F",26,158,46,18.4265342092613,1996,"Mexico","Latin America and the Caribbean","Latin America and the Caribbean",95687452,3.97404e+11,0,0,FALSE,1,0,1,0,149.8,149.8,834,834,1,1,270,270,1104,1104,4,33,FALSE,"2:37:14",157.233333333333,9434
"178","Maryse Justin (-Pyndiah)","F",29,158,46,18.4265342092613,1988,"Mauritius","Sub-Saharan Africa","Africa",1043239,2143484488,0,5,FALSE,1,0,0,0,168.666666666667,168.666666666667,573,573,1,1,270,270,843,843,4,51,FALSE,"2:50:00",170,10200
"179","San Ni Lar","F",27,160,50,19.53125,2012,"Myanmar","South-eastern Asia","Asia",50986514,59937797559,0,0,FALSE,2,0,0,0,172.675,166.9,526,595,1,1,270,270,796,865,32,105,FALSE,"3:04:27",184.45,11067
"180","Helalia Lukeiko Johannes","F",27,165,46,16.8962350780533,2008,"Namibia","Sub-Saharan Africa","Africa",2106375,8486721917,0,5,FALSE,1,0,0,0,155.5,155.5,750,750,1,1,270,270,1020,1020,10,40,FALSE,"2:35:22",155.366666666667,9322
"181","Beata Nandjala Naigambo","F",32,167,48,17.2110868084191,2012,"Namibia","Sub-Saharan Africa","Africa",2263934,13016272899,0,5,FALSE,8,1,3,2,156.310416666667,149.333333333333,741.25,841,1.5,1,251.875,270,993.125,1086,7,38,FALSE,"2:31:16",151.266666666667,9076
"182","Alina Armas","F",32,166,53,19.2335607490202,2016,"Namibia","Sub-Saharan Africa","Africa",2479713,10947880690,0,5,FALSE,4,0,0,0,158.9875,153.15,702.5,784,1,1,270,270,972.5,1054,10,75,FALSE,"2:44:20",164.333333333333,9860
"183","Helalia Lukeiko Johannes","F",35,165,46,16.8962350780533,2016,"Namibia","Sub-Saharan Africa","Africa",2479713,10947880690,0,5,FALSE,8,1,3,0,151.314583333333,146.15,812.25,891,1.25,1,257.5,270,1069.75,1161,48,56,FALSE,"2:39:55",159.916666666667,9595
"184","Helalia Lukeiko Johannes","F",31,165,46,16.8962350780533,2012,"Namibia","Sub-Saharan Africa","Africa",2263934,13016272899,0,5,FALSE,5,0,1,0,153.316666666667,150.583333333333,782.2,823,1.2,1,260,270,1042.2,1093,10,12,FALSE,"2:26:09",146.15,8769
"185","Beata Nandjala Naigambo","F",28,167,48,17.2110868084191,2008,"Namibia","Sub-Saharan Africa","Africa",2106375,8486721917,0,5,FALSE,4,0,0,2,161.233333333333,153.283333333333,672,782,1,1,270,270,942,1052,4,28,FALSE,"2:33:29",153.483333333333,9209
"186","Beata Nandjala Naigambo","F",36,167,48,17.2110868084191,2016,"Namibia","Sub-Saharan Africa","Africa",2479713,10947880690,0,5,FALSE,11,2,3,4,154.20303030303,146.95,771.727272727273,878,1.54545454545455,1,250,270,1021.72727272727,1148,9,41,FALSE,"2:36:32",156.533333333333,9392
"187","Hilda Jepchumba Kibet","F",31,168,46,16.2981859410431,2012,"Netherlands","Western Europe","Europe",16754962,8.28947e+11,0,0,FALSE,4,0,4,0,148.3875,144.45,856.5,917,2.25,1,227.5,270,1084,1187,16,24,FALSE,"2:28:52",148.866666666667,8932
"188","Andrea Deelstra","F",31,164,46,17.1029149315883,2016,"Netherlands","Western Europe","Europe",17018408,7.77228e+11,0,0,FALSE,4,1,2,0,152.404166666667,146.766666666667,796.25,881,2,1,241.25,270,1037.5,1151,11,60,FALSE,"2:40:49",160.816666666667,9649
