"","Name","Sex","Age","Height","Weight","bmi","Year","Nationality","SubRegion","continent","Population","GDP","countryWins","subRegionWins","HomeAdvantage","Position","Medal","Time","TimeMins","TimeSecs"
"132","Domingo Tibaduiza Reyes","M",29,169,54,18.9069010188719,1980,"Colombia","Latin America and the Caribbean","Latin America and the Caribbean",27737900,33400735644,0,1,FALSE,17,FALSE,"2:17:06",137.1,8226
"133","Jos Alirio Carrasco Lemus","M",28,170,57,19.7231833910035,2004,"Colombia","Latin America and the Caribbean","Latin America and the Caribbean",42724163,1.17075e+11,0,1,FALSE,43,FALSE,"2:21:14",141.233333333333,8474
"134","Jairo Cubillos Ramrez","M",21,168,64,22.6757369614512,1976,"Colombia","Latin America and the Caribbean","Latin America and the Caribbean",25323406,15341403660,0,1,FALSE,48,FALSE,"2:29:04",149.066666666667,8944
"135","Diego Alberto Colorado Agudelo","M",42,171,57,19.4931773879142,2016,"Colombia","Latin America and the Caribbean","Latin America and the Caribbean",48653419,2.82463e+11,0,1,FALSE,125,FALSE,"2:31:20",151.333333333333,9080
"136","Carlos Mario Grisales","M",29,159,57,22.5465764803607,1996,"Colombia","Latin America and the Caribbean","Latin America and the Caribbean",38049038,97160109278,0,1,FALSE,11,FALSE,"2:15:56",135.933333333333,8156
"137","Antnio Carlos Zeferino Pia","M",34,183,65,19.4093582967542,2000,"Cape Verde","Sub-Saharan Africa","Africa",435079,539227278,0,13,FALSE,67,FALSE,"2:29:46",149.766666666667,8986
"138","Antnio Carlos Zeferino Pia","M",30,183,65,19.4093582967542,1996,"Cape Verde","Sub-Saharan Africa","Africa",398773,501979069,0,13,FALSE,94,FALSE,"2:34:13",154.216666666667,9253
"139","Nelson da Cruz","M",30,181,70,21.3668691431885,2008,"Cape Verde","Sub-Saharan Africa","Africa",491723,1789333749,0,13,FALSE,48,FALSE,"2:23:47",143.783333333333,8627
"140","Antnio Carlos Zeferino Pia","M",38,183,65,19.4093582967542,2004,"Cape Verde","Sub-Saharan Africa","Africa",467664,924318491,0,13,FALSE,78,FALSE,"2:36:22",156.366666666667,9382
"141","Ronald Alfredo ""Ronaldo"" Lanzoni Campos","M",29,182,73,22.0384011592803,1988,"Costa Rica","Latin America and the Caribbean","Latin America and the Caribbean",2944557,6063759371,0,1,FALSE,40,FALSE,"2:23:45",143.75,8625
"142","Jos Luis Molina Nez","M",31,172,62,20.9572742022715,1996,"Costa Rica","Latin America and the Caribbean","Latin America and the Caribbean",3596732,11618286553,0,1,FALSE,24,FALSE,"2:17:49",137.816666666667,8269
"143","Jos Luis Molina Nez","M",35,172,62,20.9572742022715,2000,"Costa Rica","Latin America and the Caribbean","Latin America and the Caribbean",3925443,14949514585,0,1,FALSE,39,FALSE,"2:20:37",140.616666666667,8437
"144","Aguelmis Rojas de Armas","M",25,182,75,22.6421929718633,2004,"Cuba","Latin America and the Caribbean","Latin America and the Caribbean",11266941,3.8203e+10,0,1,FALSE,47,FALSE,"2:21:59",141.983333333333,8519
"145","Rigoberto Mendoza Prez","M",30,170,59,20.4152249134948,1976,"Cuba","Latin America and the Caribbean","Latin America and the Caribbean",9544271,13789579903,0,1,FALSE,33,FALSE,"2:22:43",142.716666666667,8563
"146","Marios Kassianidis","M",29,175,66,21.5510204081633,1984,"Cyprus","Western Asia","Asia",697717,2278248953,0,0,FALSE,62,FALSE,"2:32:51",152.85,9171
"147","Jan Kreisinger","M",27,186,70,20.2335530119089,2012,"Czech Republic","Eastern Europe","Europe",10510785,2.07376e+11,0,0,FALSE,67,FALSE,"2:25:03",145.05,8703
"148","Jesper Lind Skak Faurschou","M",29,183,63,18.8121472722386,2012,"Denmark","Northern Europe","Europe",5591572,3.27149e+11,0,2,FALSE,41,FALSE,"2:18:44",138.733333333333,8324
"149","Johannes Lauridsen","M",29,173,61,20.3815697149921,1960,"Denmark","Northern Europe","Europe",4579603,6248946880,0,2,FALSE,41,FALSE,"2:32:32",152.533333333333,9152
"150","Abdi Hakin Achkel Ulad","M",25,175,57,18.6122448979592,2016,"Denmark","Northern Europe","Europe",5731118,3.069e+11,0,2,FALSE,35,FALSE,"2:17:06",137.1,8226
"151","Georg Bruno Meyer Olsen","M",31,179,67,20.9107081551762,1968,"Denmark","Northern Europe","Europe",4864883,13196541952,0,2,FALSE,34,FALSE,"2:42:24",162.4,9744
"152","Ahmed Salah Houssein","M",35,180,64,19.7530864197531,1992,"Djibouti","Sub-Saharan Africa","Africa",615054,478058305,1,13,FALSE,30,FALSE,"2:19:04",139.066666666667,8344
"153","Ahmed Salah Houssein","M",39,180,64,19.7530864197531,1996,"Djibouti","Sub-Saharan Africa","Africa",643682,494004648,1,13,FALSE,42,FALSE,"2:20:33",140.55,8433
"154","Omar Moussa Bouh","M",27,163,53,19.9480597689036,1988,"Djibouti","Sub-Saharan Africa","Africa",528999,395794539,1,13,FALSE,49,FALSE,"2:25:25",145.416666666667,8725
"155","Ahmed Salah Houssein","M",31,180,64,19.7530864197531,1988,"Djibouti","Sub-Saharan Africa","Africa",528999,395794539,1,13,FALSE,3,TRUE,"2:10:59",130.983333333333,7859
"156","Rolando Patricio Vera Rodas","M",31,155,47,19.5629552549428,1996,"Ecuador","Latin America and the Caribbean","Latin America and the Caribbean",11683479,25226393197,0,1,FALSE,22,FALSE,"2:17:40",137.666666666667,8260
"157","Silvio Ramn Guerra Burbano","M",35,165,57,20.9366391184573,2004,"Ecuador","Latin America and the Caribbean","Latin America and the Caribbean",13509647,36591661000,0,1,FALSE,61,FALSE,"2:25:29",145.483333333333,8729
"158","Miguel ngel Almachi Condo","M",31,165,55,20.2020202020202,2016,"Ecuador","Latin America and the Caribbean","Latin America and the Caribbean",16385068,98613972000,0,1,FALSE,85,FALSE,"2:23:00",143,8580
"159","Miguel ngel Almachi Condo","M",27,165,55,20.2020202020202,2012,"Ecuador","Latin America and the Caribbean","Latin America and the Caribbean",15419666,87924544000,0,1,FALSE,50,FALSE,"2:19:53",139.883333333333,8393
"160","Franklin Bolvar Tenorio Ramn","M",35,169,60,21.0076677987465,2004,"Ecuador","Latin America and the Caribbean","Latin America and the Caribbean",13509647,36591661000,0,1,FALSE,71,FALSE,"2:31:12",151.2,9072
"161","Franklin Bolvar Tenorio Ramn","M",39,169,60,21.0076677987465,2008,"Ecuador","Latin America and the Caribbean","Latin America and the Caribbean",14447562,61762635000,0,1,FALSE,65,FALSE,"2:29:05",149.083333333333,8945
"162","Segundo Oswaldo Jami Jami","M",30,165,54,19.8347107438017,2016,"Ecuador","Latin America and the Caribbean","Latin America and the Caribbean",16385068,98613972000,0,1,FALSE,124,FALSE,"2:31:07",151.116666666667,9067
"163","Rolando Patricio Vera Rodas","M",27,155,47,19.5629552549428,1992,"Ecuador","Latin America and the Caribbean","Latin America and the Caribbean",10705667,18094238119,0,1,FALSE,43,FALSE,"2:21:30",141.5,8490
"164","Silvio Ramn Guerra Burbano","M",31,165,57,20.9366391184573,2000,"Ecuador","Latin America and the Caribbean","Latin America and the Caribbean",12628596,18327764882,0,1,FALSE,14,FALSE,"2:16:27",136.45,8187
"165","Ahmed Abdel Mougod Soliman","M",29,186,75,21.6788067984738,2000,"Egypt","Northern Africa","Africa",69905988,99838543960,0,2,FALSE,47,FALSE,"2:22:47",142.783333333333,8567
"166","Miguel Navarro Palos","M",30,170,62,21.4532871972318,1960,"Spain","Southern Europe","Europe",30455000,12072126075,0,3,FALSE,17,FALSE,"2:26:38",146.633333333333,8798
"167","Carles Castillejo Salvador","M",33,165,61,22.4058769513315,2012,"Spain","Southern Europe","Europe",46773055,1.33602e+12,0,3,FALSE,24,FALSE,"2:26:33",146.55,8793
"168","Carles Castillejo Salvador","M",37,165,61,22.4058769513315,2016,"Spain","Southern Europe","Europe",46443959,1.23726e+12,0,3,FALSE,49,FALSE,"2:18:34",138.566666666667,8314
"169","Rodrigo Gavela Rodrguez","M",26,173,60,20.0474456213038,1992,"Spain","Southern Europe","Europe",39157685,6.29202e+11,0,3,TRUE,18,FALSE,"2:16:23",136.383333333333,8183
"170","Alberto Juzdado Lpez","M",29,172,61,20.619253650622,1996,"Spain","Southern Europe","Europe",39889852,6.40998e+11,0,3,FALSE,18,FALSE,"2:17:24",137.4,8244
"171","Alberto Juzdado Lpez","M",34,172,61,20.619253650622,2000,"Spain","Southern Europe","Europe",40567864,5.95403e+11,0,3,FALSE,42,FALSE,"2:21:18",141.3,8478
"172","Julio Rey de Paz","M",32,166,54,19.5964581216432,2004,"Spain","Southern Europe","Europe",42921895,1.06956e+12,0,3,FALSE,58,FALSE,"2:21:06",141.1,8466
"173","Pavel Loskutov","M",38,178,62,19.5682363337962,2008,"Estonia","Northern Europe","Europe",1337090,24194039256,0,2,FALSE,75,FALSE,"2:39:01",159.016666666667,9541
"174","Pavel Loskutov","M",34,178,62,19.5682363337962,2004,"Estonia","Northern Europe","Europe",1362550,12059201242,0,2,FALSE,26,FALSE,"2:18:09",138.15,8289
"175","Pavel Loskutov","M",30,178,62,19.5682363337962,2000,"Estonia","Northern Europe","Europe",1396985,5685774809,0,2,FALSE,35,FALSE,"2:19:41",139.683333333333,8381
"176","Pavel Loskutov","M",26,178,62,19.5682363337962,1996,"Estonia","Northern Europe","Europe",1415594,4746109767,0,2,FALSE,58,FALSE,"2:23:14",143.233333333333,8594
"177","Roman Fosti","M",33,181,70,21.3668691431885,2016,"Estonia","Northern Europe","Europe",1316481,23337907619,0,2,FALSE,61,FALSE,"2:31:20",151.333333333333,9080
"178","Tiidrek Nurme","M",30,184,70,20.6758034026465,2016,"Estonia","Northern Europe","Europe",1316481,23337907619,0,2,FALSE,63,FALSE,"2:20:01",140.016666666667,8401
"179","Gezahgne Abera","M",22,166,58,21.0480476121353,2000,"Ethiopia","Sub-Saharan Africa","Africa",66537331,8242392104,3,13,FALSE,1,TRUE,"2:10:11",130.183333333333,7811
"180","Tereje Wodajo","M",22,157,53,21.5018864862672,2004,"Ethiopia","Sub-Saharan Africa","Africa",74624405,10131187261,3,13,FALSE,46,FALSE,"2:21:53",141.883333333333,8513
"181","Deriba Merga Ejigu","M",25,169,53,18.5567732222261,2008,"Ethiopia","Sub-Saharan Africa","Africa",83184892,27066912635,3,13,FALSE,4,FALSE,"2:10:21",130.35,7821
"182","Feyisa Lilesa","M",26,175,67,21.8775510204082,2016,"Ethiopia","Sub-Saharan Africa","Africa",102403196,72374224249,3,13,FALSE,2,TRUE,"2:09:54",129.9,7794
"183","Abebe Mekonnen","M",32,167,62,22.2309871275413,1996,"Ethiopia","Sub-Saharan Africa","Africa",59155148,8547939731,3,13,FALSE,81,FALSE,"2:29:45",149.75,8985
"184","Tesfaye Tola","M",25,167,60,21.5138585105239,2000,"Ethiopia","Sub-Saharan Africa","Africa",66537331,8242392104,3,13,FALSE,3,TRUE,"2:11:10",131.166666666667,7870
"185","Gashaw Asfaw Melese","M",29,168,51,18.0697278911565,2008,"Ethiopia","Sub-Saharan Africa","Africa",83184892,27066912635,3,13,FALSE,7,FALSE,"2:10:52",130.866666666667,7852
"186","Simretu Alemayehu","M",29,182,68,20.5289216278227,2000,"Ethiopia","Sub-Saharan Africa","Africa",66537331,8242392104,3,13,FALSE,22,FALSE,"2:17:21",137.35,8241
"187","Ambesse Tolosa","M",26,168,56,19.8412698412698,2004,"Ethiopia","Sub-Saharan Africa","Africa",74624405,10131187261,3,13,FALSE,15,FALSE,"2:15:39",135.65,8139
"188","Lemi Berhanu Hayle","M",21,168,53,18.7783446712018,2016,"Ethiopia","Sub-Saharan Africa","Africa",102403196,72374224249,3,13,FALSE,13,FALSE,"2:13:29",133.483333333333,8009
"189","Bineshwar ""Binesh"" Prasad","M",25,167,56,20.0796012764889,1988,"Fiji","Melanesia","Oceania",722917,1109976928,0,0,FALSE,76,FALSE,"2:41:50",161.833333333333,9710
"190","Jukka Olavi Toivola","M",26,176,60,19.3698347107438,1976,"Finland","Northern Europe","Europe",4725664,31873171719,0,2,FALSE,27,FALSE,"2:24:16",144.266666666667,8656
"191","Eino Olavi Valle","M",32,171,62,21.2031052289593,1964,"Finland","Northern Europe","Europe",4548543,7766655086,0,2,FALSE,28,FALSE,"2:27:00",147,8820
"192","Pertti Pellervo Tiainen","M",29,173,58,19.379197433927,1984,"Finland","Northern Europe","Europe",4881803,52926394935,0,2,FALSE,27,FALSE,"2:28:55",148.916666666667,8935
"193","Francis Chepsiror Kirwa","M",33,181,60,18.3144592655902,2008,"Finland","Northern Europe","Europe",5313399,2.83742e+11,0,2,FALSE,17,FALSE,"2:14:22",134.366666666667,8062
"194","Eino Ilmari Oksanen","M",29,172,64,21.6333153055706,1960,"Finland","Northern Europe","Europe",4429634,5224102196,0,2,FALSE,24,FALSE,"2:26:38",146.633333333333,8798
"195","Olavi Adrian Manninen","M",32,174,60,19.8176773682124,1960,"Finland","Northern Europe","Europe",4429634,5224102196,0,2,FALSE,23,FALSE,"2:26:33",146.55,8793
"196","Paavo Kalervo Pystynen","M",32,170,63,21.7993079584775,1964,"Finland","Northern Europe","Europe",4548543,7766655086,0,2,FALSE,20,FALSE,"2:26:00.6",146,8760
"197","Reino Ensio Paukkonen","M",26,170,54,18.6851211072664,1972,"Finland","Northern Europe","Europe",4639657,14754136507,0,2,FALSE,19,FALSE,"2:21:06",141.1,8466
"198","Antti Viskari","M",32,171,61,20.8611196607503,1960,"Finland","Northern Europe","Europe",4429634,5224102196,0,2,FALSE,53,FALSE,"2:38:06.0",158.1,9486
"199","Seppo Olavi Nikkari","M",24,192,69,18.7174479166667,1972,"Finland","Northern Europe","Europe",4639657,14754136507,0,2,FALSE,11,FALSE,"2:18:49",138.816666666667,8329
"200","Jussi Pekka Utriainen","M",33,175,57,18.6122448979592,2012,"Finland","Northern Europe","Europe",5413971,2.56706e+11,0,2,FALSE,69,FALSE,"2:26:25",146.416666666667,8785
"201","Eino Ilmari Oksanen","M",33,172,64,21.6333153055706,1964,"Finland","Northern Europe","Europe",4548543,7766655086,0,2,FALSE,13,FALSE,"2:22:36.0",142.6,8556
"202","Jacques ""Jacky"" Boxberger","M",35,183,70,20.9023858580429,1984,"France","Western Europe","Europe",56470769,5.32649e+11,0,4,FALSE,42,FALSE,"2:22:00",142,8520
"203","Fernand Kolbeck","M",27,175,64,20.8979591836735,1972,"France","Western Europe","Europe",52959228,2.04283e+11,0,4,FALSE,28,FALSE,"2:23:01",143.016666666667,8581
"204","Alexandre ""Alex"" Gonzalez","M",37,183,71,21.2009913703007,1988,"France","Western Europe","Europe",57836486,1.0235e+12,0,4,FALSE,37,FALSE,"2:22:24",142.4,8544
"205","El Hassan Lahssini","M",29,177,64,20.4283571132178,2004,"France","Western Europe","Europe",62704897,2.12411e+12,0,4,FALSE,36,FALSE,"2:19:50",139.833333333333,8390
"206","Driss El Himer","M",30,178,58,18.3057694735513,2004,"France","Western Europe","Europe",62704897,2.12411e+12,0,4,FALSE,68,FALSE,"2:29:07",149.116666666667,8947
"207","Mohamed Ouaadi","M",31,172,57,19.2671714440238,2000,"France","Western Europe","Europe",60912498,1.36844e+12,0,4,FALSE,8,FALSE,"2:14:04",134.066666666667,8044
"208","Alain Lazare","M",32,169,53,18.5567732222261,1984,"France","Western Europe","Europe",56470769,5.32649e+11,0,4,FALSE,28,FALSE,"2:17:52",137.866666666667,8272
"209","Simon Munyutu","M",30,172,58,19.6051919956733,2008,"France","Western Europe","Europe",64374990,2.92347e+12,0,4,FALSE,57,FALSE,"2:25:50",145.833333333333,8750
"210","Fernand Kolbeck","M",31,175,64,20.8979591836735,1976,"France","Western Europe","Europe",54541493,3.7341e+11,0,4,FALSE,34,FALSE,"2:22:56",142.933333333333,8576
"211","Luis Soares","M",28,172,59,19.9432125473229,1992,"France","Western Europe","Europe",58851216,1.40872e+12,0,4,FALSE,45,FALSE,"2:21:57",141.95,8517
"212","Alain (Ali-) Mimoun Ould Kacha","M",39,170,56,19.3771626297578,1960,"France","Western Europe","Europe",46814237,62651474947,0,4,FALSE,34,FALSE,"2:31:20",151.333333333333,9080
"213","Pascal Zilliox","M",30,175,56,18.2857142857143,1992,"France","Western Europe","Europe",58851216,1.40872e+12,0,4,FALSE,64,FALSE,"2:30:02",150.033333333333,9002
"214","Ralf Salzmann","M",29,172,58,19.6051919956733,1984,"Germany","Western Europe","Europe",77858685,7.22368e+11,2,4,FALSE,18,FALSE,"2:15:29",135.483333333333,8129
"215","Paul Angenvoorth","M",27,178,64,20.1994697639187,1972,"Germany","Western Europe","Europe",78688452,2.98667e+11,2,4,TRUE,16,FALSE,"2:32:13",152.216666666667,9133
"216","Ralf Salzmann","M",33,172,58,19.6051919956733,1988,"Germany","Western Europe","Europe",78144619,1.39593e+12,2,4,FALSE,23,FALSE,"2:16:54",136.9,8214
"217","Lutz Philipp","M",31,178,69,21.7775533392248,1972,"Germany","Western Europe","Europe",78688452,2.98667e+11,2,4,TRUE,32,FALSE,"2:24:25",144.416666666667,8665
"218","Manfred Steffny","M",31,176,54,17.4328512396694,1972,"Germany","Western Europe","Europe",78688452,2.98667e+11,2,4,TRUE,31,FALSE,"2:24:25",144.416666666667,8665
"219","Elias Rodriguez","M",36,165,62,22.77318640955,2000,"Micronesia","Micronesia","Oceania",107432,233226300,0,0,FALSE,81,FALSE,"3:09:14",189.233333333333,11354
"220","Mark Steinle","M",25,183,63,18.8121472722386,2000,"UK","Northern Europe","Europe",58892514,1.64795e+12,1,2,FALSE,56,FALSE,"2:24:42",144.7,8682
"221","Robin Evan Hugh Jones","M",28,180,64,19.7530864197531,1984,"UK","Northern Europe","Europe",56422072,4.61487e+11,1,2,FALSE,12,FALSE,"2:13:57",133.95,8037
"222","Derek Hawkins","M",27,180,68,20.9876543209877,2016,"UK","Northern Europe","Europe",65637239,2.6479e+12,1,2,FALSE,114,FALSE,"2:29:24",149.4,8964
"223","Callum Hawkins","M",24,179,62,19.3502075465809,2016,"UK","Northern Europe","Europe",65637239,2.6479e+12,1,2,FALSE,9,FALSE,"2:11:52",131.866666666667,7912
"224","Peter Kenneth Whitehead","M",31,173,62,20.7156938086805,1996,"UK","Northern Europe","Europe",58166950,1.40878e+12,1,2,FALSE,55,FALSE,"2:22:37",142.616666666667,8557
"225","Arthur Patrick Keily","M",39,165,56,20.5693296602388,1960,"UK","Northern Europe","Europe",52400000,72328047042,1,2,FALSE,25,FALSE,"2:27:00",147,8820
"226","Brian Leonard Kilby","M",22,170,57,19.7231833910035,1960,"UK","Northern Europe","Europe",52400000,72328047042,1,2,FALSE,29,FALSE,"2:28:55",148.916666666667,8935
"227","Denis ""Sonny"" O'Gorman","M",32,160,54,21.09375,1960,"UK","Northern Europe","Europe",52400000,72328047042,1,2,FALSE,16,FALSE,"2:24:16",144.266666666667,8656
"228","Brian Leonard Kilby","M",26,170,57,19.7231833910035,1964,"UK","Northern Europe","Europe",5.4e+07,93387598814,1,2,FALSE,4,FALSE,"2:17:02.4",137.033333333333,8222
"229","Benjamin Basil Heatley","M",30,173,66,22.0521901834341,1964,"UK","Northern Europe","Europe",5.4e+07,93387598814,1,2,FALSE,2,TRUE,"2:16:19.2",136.316666666667,8179
"230","Timothy Frederick Kemball ""Tim"" Johnston","M",27,175,61,19.9183673469388,1968,"UK","Northern Europe","Europe",55211700,1.04703e+11,1,2,FALSE,8,FALSE,"2:28:04",148.066666666667,8884
"231","William Arthur ""Bill"" Adcocks","M",26,168,55,19.4869614512472,1968,"UK","Northern Europe","Europe",55211700,1.04703e+11,1,2,FALSE,5,FALSE,"2:25:33",145.55,8733
"232","Colin Kirkham","M",27,179,61,19.0381074248619,1972,"UK","Northern Europe","Europe",56086065,1.69965e+11,1,2,FALSE,20,FALSE,"2:21:54",141.9,8514
"233","Keith Angus","M",33,170,59,20.4152249134948,1976,"UK","Northern Europe","Europe",56211968,2.32615e+11,1,2,FALSE,31,FALSE,"2:22:18",142.3,8538
"234","George Jeffrey ""Jeff"" Norman","M",31,173,59,19.7133215276154,1976,"UK","Northern Europe","Europe",56211968,2.32615e+11,1,2,FALSE,26,FALSE,"2:20:04",140.066666666667,8404
"235","Scott Ashley Overall","M",29,181,62,18.9249412411099,2012,"UK","Northern Europe","Europe",63700300,2.66209e+12,1,2,TRUE,61,FALSE,"2:22:37",142.616666666667,8557
"236","Paul R. Davies-Hale","M",30,176,60,19.3698347107438,1992,"UK","Northern Europe","Europe",57580402,1.17966e+12,1,2,FALSE,41,FALSE,"2:21:15",141.25,8475
"237","Lee Matthew Merrien","M",33,182,61,18.4156502837821,2012,"UK","Northern Europe","Europe",63700300,2.66209e+12,1,2,TRUE,30,FALSE,"2:17:00",137,8220
"238","Matthew ""Matt"" O'Dowd","M",28,173,60,20.0474456213038,2004,"UK","Northern Europe","Europe",59987905,2.39856e+12,1,2,FALSE,50,FALSE,"2:22:37",142.616666666667,8557
"239","Kevin John Forster","M",29,178,61,19.252619618735,1988,"UK","Northern Europe","Europe",56928327,9.10123e+11,1,2,FALSE,33,FALSE,"2:20:45",140.75,8445
"240","Keith John Cullen","M",28,177,61,19.4707778735357,2000,"UK","Northern Europe","Europe",58892514,1.64795e+12,1,2,FALSE,19,FALSE,"2:16:59",136.983333333333,8219
"241","Richard David Nerurkar","M",32,178,64,20.1994697639187,1996,"UK","Northern Europe","Europe",58166950,1.40878e+12,1,2,FALSE,5,FALSE,"2:13:39",133.65,8019
"242","Hannes Waldemar Cierpinski","M",25,170,59,20.4152249134948,1976,"Germany","Western Europe","Europe",78336950,5.17788e+11,2,4,FALSE,1,TRUE,"2:09:55",129.916666666667,7795
"243","Eckhard Lesse","M",23,179,62,19.3502075465809,1972,"Germany","Western Europe","Europe",78688452,2.98667e+11,2,4,TRUE,25,FALSE,"2:31:54",151.9,9114
"244","Daviti Kharazishvili","M",24,171,68,23.2550186382135,2016,"Georgia","Western Asia","Asia",3719300,14378016729,0,0,FALSE,72,FALSE,"2:31:32",151.533333333333,9092
"245","Michael Fietz","M",32,181,65,19.8406642043894,2000,"Germany","Western Europe","Europe",82211508,1.94995e+12,2,4,FALSE,37,FALSE,"2:20:09",140.15,8409
"246","Stephan Timo Freigang","M",24,177,64,20.4283571132178,1992,"Germany","Western Europe","Europe",80624598,2.12313e+12,2,4,FALSE,3,TRUE,"2:14:00",134,8040
"247","Philipp Pflieger","M",29,188,70,19.8053417836125,2016,"Germany","Western Europe","Europe",82667685,3.4778e+12,2,4,FALSE,55,FALSE,"2:18:56",138.933333333333,8336
"248","Konrad Waldemar Dobler","M",35,178,63,19.8838530488575,1992,"Germany","Western Europe","Europe",80624598,2.12313e+12,2,4,FALSE,49,FALSE,"2:23:44",143.733333333333,8624
"249","Konrad Waldemar Dobler","M",39,178,63,19.8838530488575,1996,"Germany","Western Europe","Europe",81914831,2.50367e+12,2,4,FALSE,48,FALSE,"2:21:12",141.2,8472
"250","Lothar Carsten Eich","M",30,190,65,18.005540166205,2000,"Germany","Western Europe","Europe",82211508,1.94995e+12,2,4,FALSE,54,FALSE,"2:24:11",144.183333333333,8651
"251","Nikolaos ""Nikos"" Polias","M",33,183,69,20.6037803457852,2004,"Greece","Southern Europe","Europe",10955141,2.40521e+11,0,3,TRUE,24,FALSE,"2:17:56",137.933333333333,8276
"252","Spyridon ""Spyros"" Andriopoulos","M",33,176,62,20.0154958677686,1996,"Greece","Southern Europe","Europe",10608800,1.45862e+11,0,3,FALSE,36,FALSE,"2:19:41",139.683333333333,8381
"253","Carlos Octavio Cuque Lpez","M",22,160,50,19.53125,1968,"Guatemala","Latin America and the Caribbean","Latin America and the Caribbean",5311615,1610500000,0,1,FALSE,39,FALSE,"2:45:20",165.333333333333,9920
"254","Julio Faustino Quevedo Elias","M",32,175,55,17.9591836734694,1972,"Guatemala","Latin America and the Caribbean","Latin America and the Caribbean",5941567,2101300000,0,1,FALSE,54,FALSE,"2:40:38",160.633333333333,9638
"255","Carlos Octavio Cuque Lpez","M",26,160,50,19.53125,1972,"Guatemala","Latin America and the Caribbean","Latin America and the Caribbean",5941567,2101300000,0,1,FALSE,43,FALSE,"2:28:37",148.616666666667,8917
"256","Juan Carlos Trujillo","M",31,175,58,18.9387755102041,2016,"Guatemala","Latin America and the Caribbean","Latin America and the Caribbean",16582469,68763255964,0,1,FALSE,67,FALSE,"2:20:24",140.4,8424
"257","Harry Prowell","M",32,175,56,18.2857142857143,1968,"Guyana","Latin America and the Caribbean","Latin America and the Caribbean",686146,229750000,0,1,FALSE,50,FALSE,"2:57:01",177.016666666667,10621
"258","Luis Antonio Raudales","M",20,171,56,19.1511918197052,1976,"Honduras","Latin America and the Caribbean","Latin America and the Caribbean",3251158,1347999950,0,1,FALSE,49,FALSE,"2:29:25",149.416666666667,8965
"259","Gyula Borka","M",33,174,57,18.8267934998018,1992,"Hungary","Eastern Europe","Europe",10369341,38724945368,0,0,FALSE,38,FALSE,"2:20:46",140.766666666667,8446
"260","Ethel Hudson","M",26,158,55,22.0317256849864,1996,"Indonesia","South-eastern Asia","Asia",199914831,2.42086e+11,0,0,FALSE,72,FALSE,"2:26:02",146.033333333333,8762
"261","Kheta Ram","M",29,169,53,18.5567732222261,2016,"India","Southern Asia","Asia",1324171354,2.26379e+12,0,0,FALSE,26,FALSE,"2:15:26 ",135.433333333333,8126
"262","Hari Chand","M",27,172,63,21.295294753921,1980,"India","Southern Asia","Asia",696783517,1.8384e+11,0,0,FALSE,31,FALSE,"2:22:08",142.133333333333,8528
"263","Randhawa Ranjit Bhatia","M",24,180,63,19.4444444444444,1960,"India","Southern Asia","Asia",449480608,36535925030,0,0,FALSE,60,FALSE,"2:57:06.0",177.1,10626
"264","Shivnath Singh","M",30,168,57,20.1955782312925,1976,"India","Southern Asia","Asia",635771734,1.01347e+11,0,0,FALSE,11,FALSE,"2:16:22",136.366666666667,8182
"265","Nitendra Singh Rawat","M",29,172,58,19.6051919956733,2016,"India","Southern Asia","Asia",1324171354,2.26379e+12,0,0,FALSE,84,FALSE,"2:22:52",142.866666666667,8572
"266","Lal Chand Nil","M",32,177,62,19.7899709534297,1960,"India","Southern Asia","Asia",449480608,36535925030,0,0,FALSE,40,FALSE,"2:32:13",152.216666666667,9133
"267","Harbans Lal","M",26,171,63,21.5450907971684,1964,"India","Southern Asia","Asia",487484535,55726873076,0,0,FALSE,43,FALSE,"2:37:05.8",157.083333333333,9425
"268","Balkrishan Akotkar","M",27,171,57,19.4931773879142,1964,"India","Southern Asia","Asia",487484535,55726873076,0,0,FALSE,33,FALSE,"2:29:27.4",149.45,8967
"269","Jagmal Singh Ragho","M",37,173,53,17.708576965485,1960,"India","Southern Asia","Asia",449480608,36535925030,0,0,FALSE,45,FALSE,"2:35:01.0",155.016666666667,9301
"270","Daniel ""Dan"" McDaid","M",31,180,61,18.8271604938272,1972,"Ireland","Northern Europe","Europe",3036850,6325627655,1,2,FALSE,23,FALSE,"2:22:25",142.416666666667,8545
"271","John Treacy","M",35,175,59,19.265306122449,1992,"Ireland","Northern Europe","Europe",3558430,55985505159,1,2,FALSE,51,FALSE,"2:24:11",144.183333333333,8651
"272","Neil Cusack","M",24,174,65,21.4691504822301,1976,"Ireland","Northern Europe","Europe",3238050,9465078121,1,2,FALSE,55,FALSE,"2:35:47",155.783333333333,9347
"273","Paul Pollock","M",30,177,57,18.1940055539596,2016,"Ireland","Northern Europe","Europe",4773095,3.04819e+11,1,2,FALSE,32,FALSE,"2:16:24",136.4,8184
"274","John Frances Woods","M",32,170,60,20.7612456747405,1988,"Ireland","Northern Europe","Europe",3524949,37818133413,1,2,FALSE,52,FALSE,"2:25:38",145.633333333333,8738
"275","Kevin Seaward","M",32,175,59,19.265306122449,2016,"Ireland","Northern Europe","Europe",4773095,3.04819e+11,1,2,FALSE,64,FALSE,"2:20:06",140.1,8406
