"","Name","Sex","Age","Height","Weight","bmi","Year","Nationality","SubRegion","continent","Population","GDP","countryWins","subRegionWins","HomeAdvantage","marathons","Gmarathons","Smarathons","Bmarathons","avgTime","bestTime","avgTimeScore","bestTimeScore","avgPosition","bestPosition","avgPositionScore","bestPositionScore","avgPerformanceScore","bestPerformanceScore","monthsBestTime","Position","Medal","Time","TimeMins","TimeSecs"
"1","Hakim Sadi","M",23,176,56,18.0785123966942,2016,"Algeria","Northern Africa","Africa",40606052,1.59049e+11,0,2,FALSE,2,0,0,0,139.591666666667,138.366666666667,996.5,1017,1.5,1,245,270,1241.5,1287,9,104,FALSE,"2:26:47",146.783333333333,8807
"2","Lus Ariel Molina","M",28,172,57,19.2671714440238,2016,"Argentina","Latin America and the Caribbean","Latin America and the Caribbean",43847430,5.45476e+11,0,1,FALSE,3,0,0,2,142.355555555556,135.383333333333,953.333333333333,1067,1.66666666666667,1,245,270,1198.33333333333,1337,10,89,FALSE,"2:23:55",143.916666666667,8635
"3","Mariano Nicols Mastromarino","M",33,169,56,19.6071566121634,2016,"Argentina","Latin America and the Caribbean","Latin America and the Caribbean",43847430,5.45476e+11,0,1,FALSE,5,1,1,3,136.96,135.45,1040.8,1066,1.4,1,250,270,1290.8,1336,4,53,FALSE,"2:18:44",138.733333333333,8324
"4","Federico Bruno","M",23,185,66,19.2841490138787,2016,"Argentina","Latin America and the Caribbean","Latin America and the Caribbean",43847430,5.45476e+11,0,1,FALSE,2,0,1,0,145.45,135.666666666667,908,1062,2,1,232.5,270,1140.5,1257,4,137,FALSE,"2:40:05",160.083333333333,9605
"5","Michael Shelley","M",32,183,60,17.9163307354654,2016,"Australia","Australia and New Zealand","Oceania",24127159,1.20462e+12,0,0,FALSE,6,3,2,0,132.397222222222,131.25,1119,1139,2,1,228.333333333333,270,1347.33333333333,1409,25,47,FALSE,"2:18:06",138.1,8286
"6","Martin Dent","M",33,180,69,21.2962962962963,2012,"Australia","Australia and New Zealand","Oceania",22728254,1.53819e+12,0,0,FALSE,6,1,3,0,135.211111111111,132.383333333333,1070.5,1119,3.16666666666667,1,209.166666666667,270,1279.66666666667,1389,8,28,FALSE,"2:16:29",136.483333333333,8189
"7","Robert Francois ""Rob"" de Castella","M",35,180,65,20.0617283950617,1992,"Australia","Australia and New Zealand","Oceania",17495000,3.25693e+11,0,0,FALSE,9,3,5,0,129.02962962963,127.85,1178.88888888889,1200,1.33333333333333,1,259.444444444444,270,1438.33333333333,1470,76,26,FALSE,"2:17:44",137.733333333333,8264
"8","Sean Patrick Quilty","M",30,170,58,20.0692041522491,1996,"Australia","Australia and New Zealand","Oceania",18311000,4.01819e+11,0,0,FALSE,3,1,0,0,141.955555555556,133.333333333333,965.666666666667,1103,3.33333333333333,1,221.666666666667,270,1187.33333333333,1373,6,34,FALSE,"2:19:35",139.583333333333,8375
"9","Liam Adams","M",29,178,64,20.1994697639187,2016,"Australia","Australia and New Zealand","Oceania",24127159,1.20462e+12,0,0,FALSE,4,1,0,0,134.854166666667,133.816666666667,1076,1094,1.25,1,257.5,270,1333.5,1358,25,31,FALSE,"2:16:12",136.2,8172
"10","Sisay Bezabeh","M",26,171,55,18.8092062514962,2004,"Australia","Australia and New Zealand","Oceania",20127400,6.1333e+11,0,0,FALSE,4,3,1,0,134.620833333333,131.133333333333,1080.75,1141,2.75,1,210,270,1290.75,1361,10,60,FALSE,"2:25:26",145.433333333333,8726
"11","Roderic George ""Rod"" de Highden","M",31,178,60,18.9370029036738,2000,"Australia","Australia and New Zealand","Oceania",19153000,4.15446e+11,0,0,TRUE,4,0,2,0,149.6625,133.883333333333,880.75,1093,3.5,1,197.5,270,1078.25,1316,8,28,FALSE,"2:18:04",138.066666666667,8284
"12","Scott Westcott","M",40,179,64,19.974407790019,2016,"Australia","Australia and New Zealand","Oceania",24127159,1.20462e+12,0,0,FALSE,10,3,1,0,134.663333333333,131.6,1079.8,1133,3.1,1,215,270,1294.8,1403,138,81,FALSE,"2:22:19",142.316666666667,8539
"13","Nicholas ""Nick"" Harrison","M",33,187,76,21.7335354170837,2004,"Australia","Australia and New Zealand","Oceania",20127400,6.1333e+11,0,0,FALSE,3,0,1,0,134.35,130.366666666667,1085.66666666667,1155,3.33333333333333,2,190,220,1275.66666666667,1375,18,45,FALSE,"2:21:42",141.7,8502
"14","Christopher ""Chris"" Wardlaw","M",26,175,60,19.5918367346939,1976,"Australia","Australia and New Zealand","Oceania",14033000,1.04974e+11,0,0,FALSE,1,0,0,0,143.95,143.95,925,925,11,11,60,60,985,985,1,35,FALSE,"2:23:56",143.933333333333,8636
"15","Robert Francois ""Rob"" de Castella","M",27,180,65,20.0617283950617,1984,"Australia","Australia and New Zealand","Oceania",15544000,1.93504e+11,0,0,FALSE,4,0,3,0,129.2375,128.3,1175,1192,1.75,1,246.25,270,1421.25,1462,32,5,FALSE,"2:11:09",131.15,7869
"16","Christopher ""Chris"" Wardlaw","M",30,175,60,19.5918367346939,1980,"Australia","Australia and New Zealand","Oceania",14692000,1.49887e+11,0,0,FALSE,2,0,1,0,137.933333333333,131.916666666667,1026,1127,6,1,165,270,1191,1397,8,28,FALSE,"2:20:42",140.7,8442
"17","Lee Joseph Troop","M",35,178,56,17.6745360434289,2008,"Australia","Australia and New Zealand","Oceania",21249200,1.05533e+12,0,0,FALSE,9,3,3,0,134.524074074074,129.816666666667,1084.33333333333,1165,2.33333333333333,1,218.888888888889,270,1303.22222222222,1430,65,60,FALSE,"2:27:17",147.283333333333,8837
"18","Robert Francois ""Rob"" de Castella","M",31,180,65,20.0617283950617,1988,"Australia","Australia and New Zealand","Oceania",16532200,2.36136e+11,0,0,FALSE,8,3,4,0,128.945833333333,127.85,1180.375,1200,1.375,1,258.125,270,1438.5,1470,28,8,FALSE,"2:13:07",133.116666666667,7987
"19","Derek J. Clayton","M",29,187,72,20.589665131974,1972,"Australia","Australia and New Zealand","Oceania",13177000,52003504673,0,0,FALSE,3,0,1,0,135.194444444444,128.566666666667,1075.33333333333,1187,1.33333333333333,1,253.333333333333,270,1328.66666666667,1457,39,13,FALSE,"2:19:49",139.816666666667,8389
"20","Roderic George ""Rod"" de Highden","M",27,178,60,18.9370029036738,1996,"Australia","Australia and New Zealand","Oceania",18311000,4.01819e+11,0,0,FALSE,1,0,0,0,134.433333333333,134.433333333333,1083,1083,2,2,220,220,1303,1303,6,23,FALSE,"2:17:42",137.7,8262
"21","Michael Shelley","M",28,183,60,17.9163307354654,2012,"Australia","Australia and New Zealand","Oceania",22728254,1.53819e+12,0,0,FALSE,2,0,2,0,132.233333333333,131.383333333333,1122,1137,1.5,1,245,270,1367,1407,10,16,FALSE,"2:14:10",134.166666666667,8050
"22","Lee Joseph Troop","M",27,178,56,17.6745360434289,2000,"Australia","Australia and New Zealand","Oceania",19153000,4.15446e+11,0,0,TRUE,2,1,1,0,135.091666666667,131.35,1073,1137,3.5,2,187.5,220,1260.5,1292,16,66,FALSE,"2:29:32",149.533333333333,8972
"23","Lee Joseph Troop","M",31,178,56,17.6745360434289,2004,"Australia","Australia and New Zealand","Oceania",20127400,6.1333e+11,0,0,FALSE,6,2,2,0,132.794444444444,129.816666666667,1112.83333333333,1165,2.66666666666667,1,210,270,1322.83333333333,1430,17,28,FALSE,"2:18:46",138.766666666667,8326
"24","Derek J. Clayton","M",25,187,72,20.589665131974,1968,"Australia","Australia and New Zealand","Oceania",12009000,32687870982,0,0,FALSE,1,0,1,0,129.616666666667,129.616666666667,1168,1168,1,1,270,270,1438,1438,8,7,FALSE,"2:27:23",147.383333333333,8843
"25","Michael Buchleitner","M",34,190,72,19.9445983379501,2004,"Austria","Western Europe","Europe",8171966,3.00904e+11,0,4,FALSE,6,1,2,0,133.866666666667,132.716666666667,1093.33333333333,1113,2.66666666666667,1,221.666666666667,270,1315,1379,64,29,FALSE,"2:19:19",139.316666666667,8359
"26","Helmut Schmuck","M",29,179,64,19.974407790019,1992,"Austria","Western Europe","Europe",7840709,1.95078e+11,0,4,FALSE,3,2,0,0,134.527777777778,133.283333333333,1081.66666666667,1103,3,2,196.666666666667,220,1278.33333333333,1323,28,47,FALSE,"2:23:38",143.633333333333,8618
"27","Michael Buchleitner","M",30,190,72,19.9445983379501,2000,"Austria","Western Europe","Europe",8011566,1.968e+11,0,4,FALSE,2,0,2,0,133.3,132.716666666667,1103,1113,4,2,182.5,220,1285.5,1333,16,33,FALSE,"2:19:26",139.433333333333,8366
"28","Evans Chebet Kiplagat Barkowet","M",28,170,60,20.7612456747405,2016,"Azerbaijan","Western Asia","Asia",9762274,37847715736,0,0,FALSE,7,0,6,0,131.288095238095,127.766666666667,1139,1202,1.42857142857143,1,252.142857142857,270,1391.14285714286,1472,21,28,FALSE,"2:15:31",135.516666666667,8131
"29","Tharcisse Gashaka","M",33,178,72,22.7244034844085,1996,"Burundi","Sub-Saharan Africa","Africa",6041112,869033856,0,13,FALSE,1,0,0,0,133.75,133.75,1095,1095,1,1,270,270,1365,1365,9,90,FALSE,"2:32:55",152.916666666667,9175
"30","Joachim Nshimirimana","M",35,168,53,18.7783446712018,2008,"Burundi","Sub-Saharan Africa","Africa",8212264,1611634332,0,13,FALSE,10,1,3,1,136.8,133.516666666667,1043.9,1099,2,1,241.5,270,1285.4,1369,46,68,FALSE,"2:29:55",149.916666666667,8995
"31","Joachim Nshimirimana","M",31,168,53,18.7783446712018,2004,"Burundi","Sub-Saharan Africa","Africa",7182451,915257323,0,13,FALSE,5,1,0,1,136.446666666667,133.783333333333,1049.6,1095,3,1,213,270,1262.6,1365,34,32,FALSE,"2:19:31",139.516666666667,8371
"32","Karel Lismont","M",23,168,62,21.9671201814059,1972,"Belgium","Western Europe","Europe",9711115,37408591330,2,4,FALSE,1,0,0,0,133.15,133.15,1106,1106,1,1,270,270,1376,1376,12,2,TRUE,"2:14:31",134.516666666667,8071
"33","Karel Lismont","M",35,168,62,21.9671201814059,1984,"Belgium","Western Europe","Europe",9855372,83795680815,2,4,FALSE,8,1,0,0,132.71875,131.216666666667,1113.625,1140,1.5,1,248.125,270,1361.75,1407,97,24,FALSE,"2:17:07",137.116666666667,8227
"34","Maurice Peiren","M",30,170,64,22.1453287197232,1968,"Belgium","Western Europe","Europe",9618756,21376353113,2,4,FALSE,1,0,0,1,144.166666666667,144.166666666667,922,922,1,1,270,270,1192,1192,22,20,FALSE,"2:32:49",152.816666666667,9169
"35","Koen Naert","M",26,182,66,19.9251298152397,2016,"Belgium","Western Europe","Europe",11348159,4.67956e+11,2,4,FALSE,1,1,0,0,130.516666666667,130.516666666667,1152,1152,4,4,175,175,1327,1327,11,22,FALSE,"2:14:53",134.883333333333,8093
"36","Karel Lismont","M",27,168,62,21.9671201814059,1976,"Belgium","Western Europe","Europe",9818227,71494539498,2,4,FALSE,3,0,0,0,132.966666666667,131.216666666667,1109.33333333333,1140,1.33333333333333,1,253.333333333333,270,1362.66666666667,1376,1,3,TRUE,"2:11:12",131.2,7872
"37","Armand Parmentier","M",30,175,64,20.8979591836735,1984,"Belgium","Western Europe","Europe",9855372,83795680815,2,4,FALSE,3,0,2,0,133.355555555556,129.95,1102.33333333333,1162,1.66666666666667,1,245,270,1347.33333333333,1357,16,30,FALSE,"2:18:10",138.166666666667,8290
"38","Florent Caelen","M",27,175,54,17.6326530612245,2016,"Belgium","Western Europe","Europe",11348159,4.67956e+11,2,4,FALSE,5,1,2,0,136.746666666667,132.85,1044.2,1111,2.6,1,231,270,1275.2,1318,11,44,FALSE,"2:17:59",137.983333333333,8279
"39","Willem Van Schuerbeeck","M",31,179,60,18.7260073031428,2016,"Belgium","Western Europe","Europe",11348159,4.67956e+11,2,4,FALSE,5,2,3,0,135.54,132.816666666667,1065.2,1112,3,1,214,270,1279.2,1362,11,56,FALSE,"2:18:56 ",138.933333333333,8336
"40","Karel Lismont","M",31,168,62,21.9671201814059,1980,"Belgium","Western Europe","Europe",9859242,1.27508e+11,2,4,FALSE,4,0,0,0,132.758333333333,131.216666666667,1113,1140,1.25,1,257.5,270,1370.5,1394,49,9,FALSE,"2:13:27",133.45,8007
"41","Raymond ""Ray"" Swan","M",37,167,57,20.4381655849977,1976,"Bermuda","Northern America","Northern America",53200,386300000,0,4,FALSE,1,0,0,0,159.316666666667,159.316666666667,696,696,19,19,27,27,723,723,1,58,FALSE,"2:39:18",159.3,9558
"42","Tiyapo Maso","M",27,170,58,20.0692041522491,2000,"Botswana","Sub-Saharan Africa","Africa",1728340,5788329609,0,13,FALSE,1,0,1,0,137.066666666667,137.066666666667,1038,1038,2,2,220,220,1258,1258,5,77,FALSE,"2:38:53",158.883333333333,9533
"43","Ndabili Bashingili","M",28,172,59,19.9432125473229,2008,"Botswana","Sub-Saharan Africa","Africa",1946351,10945070442,0,13,FALSE,3,0,0,2,140.094444444444,137.883333333333,988.666666666667,1025,2.33333333333333,1,231.666666666667,270,1220.33333333333,1295,4,56,FALSE,"2:25:11",145.183333333333,8711
"44","Bigboy Josie Matlapeng","M",30,175,69,22.530612244898,1988,"Botswana","Sub-Saharan Africa","Africa",1301818,2644536804,0,13,FALSE,1,0,0,0,144.716666666667,144.716666666667,913,913,5,5,155,155,1068,1068,11,34,FALSE,"2:20:51",140.85,8451
"45","Wilson Theleso","M",24,170,65,22.4913494809689,1984,"Botswana","Sub-Saharan Africa","Africa",1151292,1240796365,0,13,FALSE,2,0,0,0,142.383333333333,141.6,950.5,963,4,4,175,175,1125.5,1138,12,55,FALSE,"2:29:20",149.333333333333,8960
"46","Paulo Roberto de Almeida Paula","M",37,170,55,19.0311418685121,2016,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",207652865,1.79619e+12,1,1,TRUE,4,0,2,0,131.583333333333,130.383333333333,1133.5,1155,1.5,1,245,270,1378.5,1425,52,15,FALSE,"2:13:56 ",133.933333333333,8036
"47","Solonei Rocha da Silva","M",34,172,65,21.9713358572201,2016,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",207652865,1.79619e+12,1,1,TRUE,6,0,1,2,133.666666666667,131.533333333333,1097.16666666667,1134,1.16666666666667,1,261.666666666667,270,1358.83333333333,1404,64,78,FALSE,"2:22:05",142.083333333333,8525
"48","Vanderlei Cordeiro de Lima","M",26,168,54,19.1326530612245,1996,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",164913306,8.50426e+11,1,1,FALSE,3,0,2,0,130.644444444444,128.633333333333,1150,1186,2,1,238.333333333333,270,1388.33333333333,1456,6,47,FALSE,"2:21:01",141.016666666667,8461
"49","Diamantino Silveira dos Santos","M",35,166,59,21.4109449847583,1996,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",164913306,8.50426e+11,1,1,FALSE,6,0,0,1,132.938888888889,131.466666666667,1109.33333333333,1135,1.5,1,254.166666666667,270,1363.5,1405,58,10,FALSE,"2:15:55",135.916666666667,8155
"50","Diamantino Silveira dos Santos","M",35,166,59,21.4109449847583,1996,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",164913306,8.50426e+11,1,1,FALSE,6,0,0,1,132.938888888889,131.466666666667,1109.33333333333,1135,1.5,1,254.166666666667,270,1363.5,1405,58,73,FALSE,"2:26:53",146.883333333333,8813
"51","Vanderlei Cordeiro de Lima","M",35,168,54,19.1326530612245,2004,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",184738458,6.69316e+11,1,1,FALSE,11,0,7,0,130.181818181818,128.516666666667,1158.27272727273,1188,1.72727272727273,1,243.636363636364,270,1401.90909090909,1457,78,3,TRUE,"2:12:11",132.183333333333,7931
"52","Vanderlei Cordeiro de Lima","M",31,168,54,19.1326530612245,2000,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",175287587,6.55421e+11,1,1,FALSE,7,0,5,0,130.052380952381,128.516666666667,1160.57142857143,1188,1.71428571428571,1,242.142857142857,270,1402.71428571429,1457,30,75,FALSE,"2:37:08",157.133333333333,9428
"53","Eloi Rodrgues Schleder","M",33,176,64,20.6611570247934,1984,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",132800684,2.09024e+11,1,1,FALSE,2,0,2,0,134.016666666667,133.133333333333,1090.5,1106,1,1,270,270,1360.5,1376,27,23,FALSE,"2:16:35",136.583333333333,8195
"54","Paulo Roberto de Almeida Paula","M",33,170,55,19.0311418685121,2012,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",200560983,2.46519e+12,1,1,FALSE,2,0,1,0,131.816666666667,130.383333333333,1129.5,1155,1.5,1,245,270,1374.5,1425,4,8,FALSE,"2:12:17",132.283333333333,7937
"55","Marlson Gomes dos Santos","M",34,174,58,19.1570881226054,2012,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",200560983,2.46519e+12,1,1,FALSE,7,6,0,0,129.954761904762,126.566666666667,1163,1224,3.14285714285714,1,198.571428571429,270,1361.57142857143,1453,16,5,FALSE,"2:11:10",131.166666666667,7870
"56","Franck Caldeira de Almeida","M",29,173,49,16.3720805907314,2012,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",200560983,2.46519e+12,1,1,FALSE,8,1,1,2,136.247916666667,132.05,1053.125,1125,1.375,1,254.375,270,1307.5,1395,4,13,FALSE,"2:13:35",133.583333333333,8015
"57","Luiz Antnio dos Santos","M",32,168,65,23.0300453514739,1996,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",164913306,8.50426e+11,1,1,FALSE,3,1,1,0,131.005555555556,129.5,1143.66666666667,1170,1,1,270,270,1413.66666666667,1440,8,10,FALSE,"2:15:55",135.916666666667,8155
"58","Luiz Antnio dos Santos","M",32,168,65,23.0300453514739,1996,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",164913306,8.50426e+11,1,1,FALSE,3,1,1,0,131.005555555556,129.5,1143.66666666667,1170,1,1,270,270,1413.66666666667,1440,8,73,FALSE,"2:26:53",146.883333333333,8813
"59","Osmiro de Souza Silva","M",30,182,65,19.6232339089482,1992,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",154564278,4.00599e+11,1,1,FALSE,5,1,0,0,132.29,129.916666666667,1121,1163,1.8,1,235,270,1356,1433,19,24,FALSE,"2:17:16",137.266666666667,8236
"60","Diamantino Silveira dos Santos","M",27,166,59,21.4109449847583,1988,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",144001542,3.30397e+11,1,1,FALSE,1,0,0,0,133.2,133.2,1105,1105,1,1,270,270,1375,1375,3,48,FALSE,"2:25:13",145.216666666667,8713
"61","Jos Teles de Souza","M",37,163,58,21.8299521999323,2008,"Brazil","Latin America and the Caribbean","Latin America and the Caribbean",192979029,1.69582e+12,1,1,FALSE,11,2,2,1,137.480303030303,132.4,1032.27272727273,1119,1.72727272727273,1,238.181818181818,270,1270.45454545455,1339,8,38,FALSE,"2:20:25",140.416666666667,8425
"62","Nasar Sakar Saeed","M",30,174,66,21.7994451050337,2008,"Bahrain","Western Asia","Asia",1114590,25710877660,0,0,FALSE,3,0,0,1,133.95,131.433333333333,1092.33333333333,1136,1,1,270,270,1362.33333333333,1406,24,37,FALSE,"2:20:24",140.4,8424
"63","Petko Lyubenov Stefanov","M",24,167,56,20.0796012764889,1996,"Bulgaria","Eastern Europe","Europe",8362826,10109404160,0,0,FALSE,1,0,0,1,134.9,134.9,1075,1075,1,1,270,270,1345,1345,15,80,FALSE,"2:29:06",149.1,8946
"64","Kuniaki Takizaki","M",38,151,55,24.1217490460945,2016,"Cambodia","South-eastern Asia","Asia",15762370,20016747754,0,0,FALSE,4,0,1,0,154.841666666667,150.433333333333,761.25,825,1.5,1,245,270,1006.25,1095,54,139,FALSE,"2:45:55",165.916666666667,9955
"65","Hem Bunting","M",22,167,63,22.5895514360501,2008,"Cambodia","South-eastern Asia","Asia",13880509,10351914093,0,0,FALSE,1,0,0,0,146.466666666667,146.466666666667,886,886,1,1,270,270,1156,1156,8,73,FALSE,"2:33:32",153.533333333333,9212
"66","Peter Kevin Maher","M",28,195,79,20.77580539119,1988,"Canada","Northern America","Northern America",26895000,5.07354e+11,0,4,FALSE,1,0,1,0,132.966666666667,132.966666666667,1109,1109,1,1,270,270,1379,1379,15,46,FALSE,"2:24:49",144.816666666667,8689
"67","Eric Gillis","M",32,172,58,19.6051919956733,2012,"Canada","Northern America","Northern America",34750545,1.82429e+12,0,4,FALSE,2,0,2,0,131.8,131.466666666667,1129.5,1135,2.5,2,207.5,220,1337,1355,10,22,FALSE,"2:16:00",136,8160
"68","Bruce William Deacon","M",33,166,56,20.3222528668892,2000,"Canada","Northern America","Northern America",30769700,7.42293e+11,0,4,FALSE,7,1,2,0,135.707142857143,133.916666666667,1061.85714285714,1092,3.42857142857143,1,208.571428571429,270,1270.42857142857,1361,8,44,FALSE,"2:21:38",141.633333333333,8498
"69","Reid Coolsaet","M",32,173,62,20.7156938086805,2012,"Canada","Northern America","Northern America",34750545,1.82429e+12,0,4,FALSE,3,1,2,0,133.061111111111,130.916666666667,1108,1145,2,1,228.333333333333,270,1336.33333333333,1415,10,27,FALSE,"2:16:29",136.483333333333,8189
"70","David ""Dave"" Edge","M",33,170,55,19.0311418685121,1988,"Canada","Northern America","Northern America",26895000,5.07354e+11,0,4,FALSE,7,3,2,1,132.440476190476,131.133333333333,1118.28571428571,1141,2.14285714285714,1,227.857142857143,270,1346.14285714286,1411,24,67,FALSE,"2:32:19",152.316666666667,9139
"71","Carey Michael Nelson","M",33,179,64,19.974407790019,1996,"Canada","Northern America","Northern America",29671900,6.28546e+11,0,4,FALSE,2,0,0,2,133.816666666667,132.466666666667,1094.5,1118,1.5,1,245,270,1339.5,1388,67,35,FALSE,"2:19:39",139.65,8379
"72","Dylan Wykes","M",29,187,68,19.4457948468644,2012,"Canada","Northern America","Northern America",34750545,1.82429e+12,0,4,FALSE,5,1,3,0,133.93,130.783333333333,1092.6,1147,2.8,1,213,270,1305.6,1417,4,20,FALSE,"2:15:26",135.433333333333,8126
"73","Reid Coolsaet","M",37,173,62,20.7156938086805,2016,"Canada","Northern America","Northern America",36286425,1.52976e+12,0,4,FALSE,7,4,3,0,133.028571428571,130.466666666667,1108.42857142857,1153,3.28571428571429,1,200,270,1308.42857142857,1415,11,23,FALSE,"2:14:58",134.966666666667,8098
"74","Bruce William Deacon","M",29,166,56,20.3222528668892,1996,"Canada","Northern America","Northern America",29671900,6.28546e+11,0,4,FALSE,2,0,0,0,134.625,133.983333333333,1080,1091,1,1,270,270,1350,1361,8,39,FALSE,"2:19:56",139.933333333333,8396
"75","Eric Gillis","M",36,172,58,19.6051919956733,2016,"Canada","Northern America","Northern America",36286425,1.52976e+12,0,4,FALSE,6,1,5,0,132.380555555556,131.35,1119.33333333333,1137,2.16666666666667,1,225,270,1344.33333333333,1404,22,10,FALSE,"2:12:29",132.483333333333,7949
"76","Wayne Yetman","M",29,172,64,21.6333153055706,1976,"Canada","Northern America","Northern America",23518000,2.06576e+11,0,4,TRUE,1,0,0,0,144.3,144.3,920,920,12,12,50,50,970,970,1,36,FALSE,"2:24:17",144.283333333333,8657
"77","Jerome Drayton","M",31,175,57,18.6122448979592,1976,"Canada","Northern America","Northern America",23518000,2.06576e+11,0,4,TRUE,1,0,1,0,130.15,130.15,1159,1159,1,1,270,270,1429,1429,8,6,FALSE,"2:13:30",133.5,8010
"78","Peter Joseph Fonseca","M",29,172,55,18.5911303407247,1996,"Canada","Northern America","Northern America",29671900,6.28546e+11,0,4,FALSE,5,0,2,0,132.746666666667,131.566666666667,1113,1134,1.6,1,240,270,1353,1404,15,21,FALSE,"2:17:28",137.466666666667,8248
"79","Alain Bordeleau","M",27,177,63,20.1091640333238,1984,"Canada","Northern America","Northern America",25702000,3.55373e+11,0,4,FALSE,1,0,1,0,134.3,134.3,1086,1086,2,2,220,220,1306,1306,3,65,FALSE,"2:34:27",154.45,9267
"80","Marcelo Barrientos Cardenas","M",26,173,60,20.0474456213038,1996,"Chile","Latin America and the Caribbean","Latin America and the Caribbean",14497826,78039572222,0,1,FALSE,1,0,0,1,134.666666666667,134.666666666667,1079,1079,1,1,270,270,1349,1349,4,86,FALSE,"2:31:05",151.083333333333,9065
"81","Daniel Estrada Coz","M",26,173,61,20.3815697149921,2016,"Chile","Latin America and the Caribbean","Latin America and the Caribbean",17909754,2.47028e+11,0,1,FALSE,1,0,0,0,137.5,137.5,1031,1031,1,1,270,270,1301,1301,5,98,FALSE,"2:25:33",145.55,8733
"82","Li Zhuhong","M",20,173,60,20.0474456213038,2004,"China","Eastern Asia","Asia",1296075000,1.95535e+12,0,4,FALSE,5,5,0,0,133.08,130.766666666667,1107.4,1148,1.8,1,235,270,1342.4,1401,34,31,FALSE,"2:19:26",139.433333333333,8366
"83","Zhu Renxue","M",25,170,50,17.3010380622837,2016,"China","Eastern Asia","Asia",1378665000,1.11991e+13,0,4,FALSE,3,0,0,3,140.244444444444,138.283333333333,985.666666666667,1018,2,1,228.333333333333,270,1214,1236,5,96,FALSE,"2:25:31",145.516666666667,8731
"84","Li Zhuhong","M",24,173,60,20.0474456213038,2008,"China","Eastern Asia","Asia",1324655000,4.59821e+12,0,4,TRUE,9,8,1,0,135.972222222222,130.766666666667,1059.88888888889,1148,1.88888888888889,1,231.111111111111,270,1291,1401,82,51,FALSE,"2:24:08",144.133333333333,8648
"85","Dong Guojian","M",25,170,55,19.0311418685121,2012,"China","Eastern Asia","Asia",1350695000,8.56055e+12,0,4,FALSE,3,0,1,2,134.727777777778,133.383333333333,1078.66666666667,1102,2,1,238.333333333333,270,1317,1372,28,54,FALSE,"2:20:39",140.65,8439
"86","Duo Bujie","M",22,175,55,17.9591836734694,2016,"China","Eastern Asia","Asia",1378665000,1.11991e+13,0,4,FALSE,1,0,0,1,133.25,133.25,1104,1104,2,2,220,220,1324,1324,5,91,FALSE,"2:24:22",144.366666666667,8662
"87","Dong Guojian","M",29,170,55,19.0311418685121,2016,"China","Eastern Asia","Asia",1378665000,1.11991e+13,0,4,FALSE,5,0,1,4,134.586666666667,131.683333333333,1081,1131,1.6,1,251,270,1332,1401,5,29,FALSE,"2:15:32",135.533333333333,8132
"88","Zhu Ronghua","M",30,170,65,22.4913494809689,2004,"China","Eastern Asia","Asia",1296075000,1.95535e+12,0,4,FALSE,6,6,0,0,134.447222222222,133.183333333333,1083.33333333333,1105,1.83333333333333,1,237.5,270,1320.83333333333,1359,5,76,FALSE,"2:34:02",154.033333333333,9242
"89","Deng Haiyang","M",23,170,65,22.4913494809689,2008,"China","Eastern Asia","Asia",1324655000,4.59821e+12,0,4,TRUE,4,3,0,0,133.854166666667,130.716666666667,1094.5,1149,1,1,270,270,1364.5,1419,7,25,FALSE,"2:16:17",136.283333333333,8177
"90","Cai Shangyan","M",25,168,51,18.0697278911565,1988,"China","Eastern Asia","Asia",1101630000,3.12354e+11,0,4,FALSE,1,1,0,0,131.966666666667,131.966666666667,1127,1127,3,3,195,195,1322,1322,4,26,FALSE,"2:17:54",137.9,8274
"91","Willy Mwenze Kalombo","M",28,176,63,20.338326446281,1996,"Democratic Republic of the Congo","Sub-Saharan Africa","Africa",42770544,5771454940,0,13,FALSE,2,1,0,1,138.108333333333,132.433333333333,1023,1118,7,2,135,220,1158,1338,4,16,FALSE,"2:17:01",137.016666666667,8221
"92","Juan Carlos Cardona Rivas","M",38,165,60,22.038567493113,2012,"Colombia","Latin America and the Caribbean","Latin America and the Caribbean",46881475,3.6966e+11,0,1,FALSE,12,0,3,2,137.876388888889,133.483333333333,1025.58333333333,1100,1.66666666666667,1,245.833333333333,270,1271.41666666667,1370,22,83,FALSE,"2:40:13",160.216666666667,9613
