"","Name","Sex","Age","Height","Weight","bmi","Year","Nationality","SubRegion","continent","Population","GDP","countryWins","subRegionWins","HomeAdvantage","marathons","Gmarathons","Smarathons","Bmarathons","avgTime","bestTime","avgTimeScore","bestTimeScore","avgPosition","bestPosition","avgPositionScore","bestPositionScore","avgPerformanceScore","bestPerformanceScore","monthsBestTime","Position","Medal","Time","TimeMins","TimeSecs"
"354","Domingos da Silva Castro","M",36,167,56,20.0796012764889,2000,"Portugal","Southern Europe","Europe",10289898,1.18358e+11,1,3,FALSE,4,3,1,0,129.8875,127.85,1163.5,1200,1.75,1,246.25,270,1409.75,1470,40,18,FALSE,"2:16:52",136.866666666667,8212
"355","Ahmed Jumaa Jaber","M",20,178,62,19.5682363337962,2004,"Qatar","Western Asia","Asia",758855,31734065934,0,0,FALSE,1,0,1,0,134.8,134.8,1077,1077,4,4,175,175,1252,1252,4,38,FALSE,"2:20:27",140.45,8427
"356","Mohammed Abduh Bakhet","M",24,155,50,20.8116545265349,2012,"Qatar","Western Asia","Asia",2109568,1.86834e+11,0,0,FALSE,4,1,1,0,136.558333333333,132.233333333333,1048.5,1122,1.25,1,257.5,270,1306,1392,7,68,FALSE,"2:25:17",145.283333333333,8717
"357","Yousuf Othman Qader","M",23,170,58,20.0692041522491,2008,"Qatar","Western Asia","Asia",1389342,1.1527e+11,0,0,FALSE,2,0,2,0,135.283333333333,133.3,1069,1103,2.5,1,222.5,270,1291.5,1373,16,64,FALSE,"2:28:40",148.666666666667,8920
"358","Marius Viorel Ionescu","M",31,170,55,19.0311418685121,2016,"Romania","Eastern Europe","Europe",19705301,1.87592e+11,0,0,FALSE,5,1,2,0,134.373333333333,133,1084.8,1108,2.4,1,230,270,1314.8,1378,4,37,FALSE,"2:17:27",137.45,8247
"359","Marius Viorel Ionescu","M",27,170,55,19.0311418685121,2012,"Romania","Eastern Europe","Europe",20058035,1.71665e+11,0,0,FALSE,1,0,1,0,135.533333333333,135.533333333333,1065,1065,3,3,195,195,1260,1260,11,26,FALSE,"2:16:28",136.466666666667,8188
"360","Norman Dlomo","M",33,165,55,20.2020202020202,2008,"South Africa","Sub-Saharan Africa","Africa",49557573.3,2.871e+11,1,13,FALSE,6,0,1,3,136.341666666667,130.65,1051.5,1150,1.66666666666667,1,240.833333333333,270,1292.33333333333,1420,8,53,FALSE,"2:24:28",144.466666666667,8668
"361","Lusapho Lesly April","M",34,172,50,16.901027582477,2016,"South Africa","Sub-Saharan Africa","Africa",55908865,2.95456e+11,1,13,FALSE,7,0,0,5,132.180952380952,128.533333333333,1123.28571428571,1188,1.42857142857143,1,252.142857142857,270,1375.42857142857,1458,39,24,FALSE,"2:15:24",135.4,8124
"362","Stephen Mokoka","M",27,157,52,21.0961905148282,2012,"South Africa","Sub-Saharan Africa","Africa",52506515.08,3.96333e+11,1,13,FALSE,2,0,1,0,140.425,128.55,992,1187,1,1,270,270,1262,1457,21,49,FALSE,"2:19:52",139.866666666667,8392
"363","Chiko Johannes Maremane","M",34,160,53,20.703125,2000,"South Africa","Sub-Saharan Africa","Africa",44896856,1.36362e+11,1,13,FALSE,6,1,1,0,132.9,131.25,1110.33333333333,1139,2.16666666666667,1,232.5,270,1342.83333333333,1409,5,43,FALSE,"2:21:25",141.416666666667,8485
"364","Josia Thugwane","M",29,158,45,18.0259573786252,2000,"South Africa","Sub-Saharan Africa","Africa",44896856,1.36362e+11,1,13,FALSE,6,1,4,0,132.388888888889,127.466666666667,1119.66666666667,1207,3,1,218.333333333333,270,1338,1477,32,20,FALSE,"2:16:59",136.983333333333,8219
"365","Hendrick Ramaala","M",28,172,60,20.2812330989724,2000,"South Africa","Sub-Saharan Africa","Africa",44896856,1.36362e+11,1,13,FALSE,1,1,0,0,129.716666666667,129.716666666667,1166,1166,3,3,195,195,1361,1361,4,12,FALSE,"2:16:19",136.316666666667,8179
"366","Lusapho Lesly April","M",30,172,50,16.901027582477,2012,"South Africa","Sub-Saharan Africa","Africa",52506515.08,3.96333e+11,1,13,FALSE,4,0,0,3,132.1125,129.416666666667,1124.25,1172,1.5,1,251.25,270,1375.5,1442,15,43,FALSE,"2:19:00",139,8340
"367","Sibusiso Nzima","M",29,164,57,21.192742415229,2016,"South Africa","Sub-Saharan Africa","Africa",55908865,2.95456e+11,1,13,FALSE,3,0,2,0,133.683333333333,131.716666666667,1096.66666666667,1131,1.66666666666667,1,236.666666666667,270,1333.33333333333,1351,6,97,FALSE,"2:25:33",145.55,8733
"368","Josia Thugwane","M",25,158,45,18.0259573786252,1996,"South Africa","Sub-Saharan Africa","Africa",42210216,1.47608e+11,1,13,FALSE,3,0,2,0,133.122222222222,131.766666666667,1106.33333333333,1130,1.33333333333333,1,253.333333333333,270,1359.66666666667,1400,6,1,TRUE,"2:12:36 ",132.6,7956
"369","Hendrick Ramaala","M",36,172,60,20.2812330989724,2008,"South Africa","Sub-Saharan Africa","Africa",49557573.3,2.871e+11,1,13,FALSE,9,8,1,0,130.190740740741,126.916666666667,1158.44444444444,1217,2.66666666666667,1,212.222222222222,270,1370.66666666667,1487,28,44,FALSE,"2:22:43",142.716666666667,8563
"370","Aleksey Mikhaylovich Reunkov","M",28,176,63,20.338326446281,2012,"Russia","Eastern Europe","Europe",143201676,2.21026e+12,0,0,FALSE,2,0,1,0,132.85,129.9,1111.5,1163,2,1,232.5,270,1344,1358,10,14,FALSE,"2:13:49",133.816666666667,8029
"371","Oleg Sergeyevich Kulkov","M",30,172,60,20.2812330989724,2008,"Russia","Eastern Europe","Europe",142742350,1.66084e+12,0,0,FALSE,4,0,0,0,135.754166666667,131.266666666667,1061.25,1139,1,1,270,270,1331.25,1409,4,29,FALSE,"2:18:11",138.183333333333,8291
"372","Leonid Vladimirovich Shvetsov","M",35,186,70,20.2335530119089,2004,"Russia","Eastern Europe","Europe",144067054,5.91017e+11,0,0,FALSE,12,2,3,1,131.697222222222,129.266666666667,1131.66666666667,1175,1.33333333333333,1,257.916666666667,270,1389.58333333333,1445,87,13,FALSE,"2:15:28",135.466666666667,8128
"373","Leonid Vladimirovich Shvetsov","M",27,186,70,20.2335530119089,1996,"Russia","Eastern Europe","Europe",148160042,3.9172e+11,0,0,FALSE,4,1,0,1,133.4875,131.4,1100.25,1137,1,1,270,270,1370.25,1407,10,66,FALSE,"2:24:49",144.816666666667,8689
"374","Aleksey Vladimirovich Sokolov","M",28,178,60,18.9370029036738,2008,"Russia","Eastern Europe","Europe",142742350,1.66084e+12,0,0,FALSE,7,1,1,0,133.62380952381,129.116666666667,1097.85714285714,1177,1.85714285714286,1,242.857142857143,270,1340.71428571429,1447,10,21,FALSE,"2:15:57",135.95,8157
"375","Pavel Vladimirovich Kokin","M",26,178,71,22.4087867693473,2000,"Russia","Eastern Europe","Europe",146596557,2.59708e+11,0,0,FALSE,3,0,0,0,132.716666666667,130.483333333333,1113.66666666667,1153,1.33333333333333,1,253.333333333333,270,1367,1423,4,26,FALSE,"2:18:02",138.033333333333,8282
"376","Oleg Strizhakov","M",33,179,61,19.0381074248619,1996,"Russia","Eastern Europe","Europe",148160042,3.9172e+11,0,0,FALSE,3,2,1,0,132.155555555556,131.05,1123.33333333333,1143,2.33333333333333,2,211.666666666667,220,1335,1363,16,37,FALSE,"2:19:51",139.85,8391
"377","Mathias Ntawulikura","M",40,171,63,21.5450907971684,2004,"Rwanda","Sub-Saharan Africa","Africa",8818438,2089188829,0,13,FALSE,4,1,0,1,134.6875,129.916666666667,1080.25,1163,2.25,1,221.25,270,1301.5,1338,52,62,FALSE,"2:26:05",146.083333333333,8765
"378","Mathias Ntawulikura","M",36,171,63,21.5450907971684,2000,"Rwanda","Sub-Saharan Africa","Africa",8025703,1734938264,0,13,FALSE,1,1,0,0,129.916666666667,129.916666666667,1163,1163,4,4,175,175,1338,1338,4,15,FALSE,"2:16:39",136.65,8199
"379","Gian Luigi Macina","M",36,187,70,20.0177299894192,2000,"San Marino","Southern Europe","Europe",27418,1101897072,0,3,FALSE,2,0,1,1,149.708333333333,148.666666666667,836,852,9.5,4,106,175,942,1027,107,74,FALSE,"2:35:42",155.7,9342
"380","Anuradha Indrajith Cooray","M",26,178,58,18.3057694735513,2004,"Sri Lanka","Southern Asia","Asia",19228000,20662525941,0,0,FALSE,2,0,2,0,142.725,141.383333333333,945.5,967,1,1,270,270,1215.5,1237,8,30,FALSE,"2:19:24",139.4,8364
"381","Anuradha Indrajith Cooray","M",38,178,58,18.3057694735513,2016,"Sri Lanka","Southern Asia","Asia",21203000,81321876307,0,0,FALSE,11,6,3,0,138.824242424242,133.783333333333,1009.72727272727,1095,4.18181818181818,1,189.090909090909,270,1198.81818181818,1329,16,34,FALSE,"2:17:06",137.1,8226
"382","Vithanakande Kande Lek Samarasinghe","M",26,162,49,18.6709343087944,1988,"Sri Lanka","Southern Asia","Asia",16593000,6978371581,0,0,FALSE,1,0,0,0,148.583333333333,148.583333333333,853,853,7,7,135,135,988,988,11,65,FALSE,"2:31:29",151.483333333333,9089
"383","Anuradha Indrajith Cooray","M",34,178,58,18.3057694735513,2012,"Sri Lanka","Southern Asia","Asia",20425000,68434399083,0,0,FALSE,7,4,3,0,140.604761904762,137.833333333333,980,1026,5,1,177.142857142857,270,1157.14285714286,1285,4,55,FALSE,"2:20:41",140.683333333333,8441
"384","Arthur Wittwer","M",32,172,62,20.9572742022715,1960,"Switzerland","Western Europe","Europe",5327827,9522746719,0,4,FALSE,1,0,0,0,156.233333333333,156.233333333333,740,740,1,1,270,270,1010,1010,24,44,FALSE,"2:34:42.2",154.7,9282
"385","Tadesse Abraham","M",33,178,61,19.252619618735,2016,"Switzerland","Western Europe","Europe",8372098,6.68851e+11,0,4,FALSE,8,1,4,0,130.4875,126.666666666667,1153.25,1222,1.5,1,248.125,270,1401.375,1472,5,7,FALSE,"2:11:42",131.7,7902
"386","Marcel Matanin","M",30,176,60,19.3698347107438,2004,"Slovakia","Eastern Europe","Europe",5372280,57240535138,0,0,FALSE,2,0,0,1,137.65,137.383333333333,1028.5,1033,1.5,1,245,270,1273.5,1294,4,81,FALSE,"2:50:26",170.433333333333,10226
"387","Pal Anders Szalkai","M",26,182,65,19.6232339089482,1996,"Sweden","Northern Europe","Europe",8840998,2.88104e+11,0,2,FALSE,3,1,0,1,138.038888888889,135.566666666667,1022.66666666667,1064,4.33333333333333,2,180,220,1202.66666666667,1262,7,64,FALSE,"2:24:27",144.45,8667
"388","John Evert Nyberg","M",35,184,67,19.7896975425331,1960,"Sweden","Northern Europe","Europe",7484656,14842870293,0,2,FALSE,1,0,0,0,151.2,151.2,813,813,2,2,220,220,1033,1033,44,58,FALSE,"2:42:59.0",162.983333333333,9779
"389","Boonthung Srisung","M",35,171,59,20.1771485243323,2016,"Thailand","South-eastern Asia","Asia",68863514,4.07026e+11,0,0,FALSE,7,0,1,1,152.154761904762,144.016666666667,800,924,1.57142857142857,1,245,270,1045,1119,7,133,FALSE,"2:37:46",157.766666666667,9466
"390","Augusto Ramos Soares","M",25,165,58,21.3039485766759,2012,"Timor-Leste","South-eastern Asia","Asia",1156760,1188900000,0,0,FALSE,2,0,0,0,150.983333333333,150.066666666667,816.5,830,1.5,1,245,270,1061.5,1073,32,84,FALSE,"2:45:09",165.15,9909
"391","Tahar Mansouri","M",31,173,65,21.7180660897457,1996,"Tunisia","Northern Africa","Africa",9256037,19587322786,0,2,FALSE,3,0,1,0,135.116666666667,132.6,1072.33333333333,1115,3.33333333333333,1,200,270,1272.33333333333,1385,7,26,FALSE,"2:18:06",138.1,8286
"392","Atef Saad","M",28,176,57,18.4013429752066,2016,"Tunisia","Northern Africa","Africa",11403248,42062549395,0,2,FALSE,1,0,0,0,133.85,133.85,1094,1094,1,1,270,270,1364,1364,4,62,FALSE,"2:19:50",139.833333333333,8390
"393","Tahar Mansouri","M",35,173,65,21.7180660897457,2000,"Tunisia","Northern Africa","Africa",9699197,21473188882,0,2,FALSE,4,0,1,0,135,132.6,1074.25,1115,2.75,1,217.5,270,1291.75,1385,55,38,FALSE,"2:20:33",140.55,8433
"394","Wissem Hosni","M",27,175,57,18.6122448979592,2012,"Tunisia","Northern Africa","Africa",10886668,45044112939,0,2,FALSE,2,0,0,2,136.833333333333,136.583333333333,1042.5,1047,1.5,1,245,270,1287.5,1308,4,71,FALSE,"2:26:43",146.716666666667,8803
"395","Mehmet Terzi","M",33,176,59,19.0470041322314,1988,"Turkey","Western Asia","Asia",52053704,90852814005,0,0,FALSE,7,3,2,0,134.638095238095,130.416666666667,1081,1154,2.71428571428571,1,212.142857142857,270,1293.14285714286,1381,15,32,FALSE,"2:20:12",140.2,8412
"396","Ercan Muslu","M",27,160,52,20.3125,2016,"Turkey","Western Asia","Asia",79512426,8.63712e+11,0,0,FALSE,6,0,3,0,144.227777777778,136.75,922.5,1044,2.16666666666667,1,229.166666666667,270,1151.66666666667,1239,4,51,FALSE,"2:18:40",138.666666666667,8320
"397","Mehmet Terzi","M",29,176,59,19.0470041322314,1984,"Turkey","Western Asia","Asia",48114105,59989909458,0,0,FALSE,2,0,1,0,138.5,132.9,1016.5,1110,3,2,197.5,220,1214,1330,15,16,FALSE,"2:14:20",134.333333333333,8060
"398","Bekir Karayel","M",34,170,62,21.4532871972318,2016,"Turkey","Western Asia","Asia",79512426,8.63712e+11,0,0,FALSE,9,2,6,0,138.312962962963,133.35,1018.22222222222,1102,2.44444444444444,1,223.888888888889,270,1242.11111111111,1330,52,126,FALSE,"2:31:27",151.45,9087
"399","Abdil Ceylan","M",25,178,60,18.9370029036738,2008,"Turkey","Western Asia","Asia",70440032,7.64336e+11,0,0,FALSE,2,0,0,0,141.95,137.716666666667,959,1028,1.5,1,245,270,1204,1298,15,71,FALSE,"2:31:43",151.716666666667,9103
"400","Ahmet Altun","M",30,168,57,20.1955782312925,1988,"Turkey","Western Asia","Asia",52053704,90852814005,0,0,FALSE,3,0,2,0,133.138888888889,132.683333333333,1106,1114,1,1,270,270,1376,1384,63,71,FALSE,"2:37:44",157.733333333333,9464
"401","Kaan Kigen (Mike Kipruto-) zbilen (Kigen-)","M",30,178,57,17.9901527584901,2016,"Turkey","Western Asia","Asia",79512426,8.63712e+11,0,0,FALSE,4,2,2,0,127.3125,126.166666666667,1210,1231,1,1,270,270,1480,1501,5,17,FALSE,"2:14:11",134.183333333333,8051
"402","Bekir Karayel","M",30,170,62,21.4532871972318,2012,"Turkey","Western Asia","Asia",74569867,8.73982e+11,0,0,FALSE,5,1,4,0,138.03,133.35,1023,1102,2.2,1,235,270,1258,1330,4,76,FALSE,"2:29:38",149.633333333333,8978
"403","Veli Balli","M",26,175,67,21.8775510204082,1976,"Turkey","Western Asia","Asia",40189511,51280134554,0,0,FALSE,1,0,0,0,144.783333333333,144.783333333333,912,912,13,13,45,45,957,957,1,38,FALSE,"2:24:47",144.783333333333,8687
"404","Stephen Kiprotich","M",23,172,56,18.9291508923743,2012,"Uganda","Sub-Saharan Africa","Africa",36306796,23132149257,1,13,FALSE,2,0,1,0,127.583333333333,127.333333333333,1205,1210,1.5,1,245,270,1450,1480,16,1,TRUE,"2:08:01",128.016666666667,7681
"405","Stephen Kiprotich","M",27,172,56,18.9291508923743,2016,"Uganda","Sub-Saharan Africa","Africa",41487965,24078931933,1,13,FALSE,6,2,3,0,128.197222222222,126.55,1194.16666666667,1224,1.83333333333333,1,232.5,270,1426.66666666667,1494,18,14,FALSE,"2:13:32",133.533333333333,8012
"406","Alex Malinga","M",34,175,61,19.9183673469388,2008,"Uganda","Sub-Saharan Africa","Africa",31663896,14239026630,1,13,FALSE,5,0,1,0,137.276666666667,132.2,1036.4,1122,3.6,1,206,270,1242.4,1377,36,31,FALSE,"2:18:26",138.433333333333,8306
"407","Vincent Ruguga","M",28,173,63,21.0498179023689,1988,"Uganda","Sub-Saharan Africa","Africa",16262533,6508931652,1,13,FALSE,1,0,0,0,137.9,137.9,1024,1024,8,8,125,125,1149,1149,48,63,FALSE,"2:31:04",151.066666666667,9064
"408","Ihor Oleksiyovych Olefirenko","M",26,186,70,20.2335530119089,2016,"Ukraine","Eastern Europe","Europe",45004645,93270479389,0,0,FALSE,5,1,0,1,133.776666666667,132.066666666667,1095,1125,1,1,270,270,1365,1395,10,30,FALSE,"2:15:36",135.6,8136
"409","Ihor Pavlovych Russ","M",27,174,62,20.4782666138195,2016,"Ukraine","Eastern Europe","Europe",45004645,93270479389,0,0,FALSE,2,0,0,0,135.525,132.766666666667,1065,1112,1.5,1,245,270,1310,1332,10,48,FALSE,"2:18:19",138.316666666667,8299
"410","Vasyl Oleksandrovych Matviychuk","M",26,180,62,19.1358024691358,2008,"Ukraine","Eastern Europe","Europe",46258200,1.79992e+11,0,0,FALSE,3,1,0,0,133.744444444444,130.6,1096,1151,2.33333333333333,1,221.666666666667,270,1317.66666666667,1421,4,27,FALSE,"2:17:50",137.833333333333,8270
"411","Ivan Babaryka","M",29,180,69,21.2962962962963,2012,"Ukraine","Eastern Europe","Europe",45593300,1.75781e+11,0,0,FALSE,5,0,0,2,133.81,131.8,1094.2,1129,1,1,270,270,1364.2,1399,5,59,FALSE,"2:21:52",141.866666666667,8512
"412","Vitaliy Petrovych Shafar","M",30,174,62,20.4782666138195,2012,"Ukraine","Eastern Europe","Europe",45593300,1.75781e+11,0,0,FALSE,6,0,2,1,133.833333333333,132.116666666667,1094,1124,1.33333333333333,1,253.333333333333,270,1347.33333333333,1394,58,29,FALSE,"2:16:36",136.6,8196
"413","Ernesto Andrs Zamora","M",33,180,63,19.4444444444444,2016,"Uruguay","Latin America and the Caribbean","Latin America and the Caribbean",3444006,52419720714,0,1,FALSE,1,0,1,0,146.666666666667,146.666666666667,883,883,7,7,135,135,1018,1018,52,50,FALSE,"2:18:36 ",138.6,8316
"414","Martn Esteban Cuestas","M",29,182,62,18.7175461900737,2016,"Uruguay","Latin America and the Caribbean","Latin America and the Caribbean",3444006,52419720714,0,1,FALSE,2,0,0,2,139.041666666667,136.7,1006,1045,2,2,220,220,1226,1265,10,110,FALSE,"2:28:10",148.166666666667,8890
"415","Frank Charles Shorter","M",28,178,61,19.252619618735,1976,"USA","Northern America","Northern America",218035000,1.87759e+12,4,4,FALSE,2,0,1,0,130.633333333333,130.5,1150,1152,1,1,270,270,1420,1422,44,2,TRUE,"2:10:45",130.75,7845
"416","Keith Alan Brantly","M",34,180,64,19.7530864197531,1996,"USA","Northern America","Northern America",269394000,8.1002e+12,4,4,TRUE,2,0,0,0,133.808333333333,133.366666666667,1094.5,1102,1.5,1,245,270,1339.5,1357,6,28,FALSE,"2:18:17",138.283333333333,8297
"417","Mebrahtom R. ""Meb"" Keflezighi","M",29,166,56,20.3222528668892,2004,"USA","Northern America","Northern America",292805298,1.22749e+13,4,4,FALSE,1,1,0,0,130.05,130.05,1160,1160,1,1,270,270,1430,1430,10,2,TRUE,"2:11:29 ",131.483333333333,7889
"418","Alan Lawrence Culpepper","M",31,186,59,17.0539946814661,2004,"USA","Northern America","Northern America",292805298,1.22749e+13,4,4,FALSE,2,1,0,0,130.691666666667,129.683333333333,1149,1167,1,1,270,270,1419,1437,22,12,FALSE,"2:15:26",135.433333333333,8126
"419","Dathan James Ritzenhein","M",25,173,55,18.3768251528618,2008,"USA","Northern America","Northern America",304093966,1.47186e+13,4,4,FALSE,1,0,0,0,131.116666666667,131.116666666667,1142,1142,1,1,270,270,1412,1412,9,9,FALSE,"2:11:59",131.983333333333,7919
"420","Brian E. Sell","M",29,178,64,20.1994697639187,2008,"USA","Northern America","Northern America",304093966,1.47186e+13,4,4,FALSE,5,3,0,0,133.856666666667,130.783333333333,1094.2,1147,2.8,1,207,270,1301.2,1417,22,22,FALSE,"2:16:07",136.116666666667,8167
"421","Ryan Hall","M",25,180,61,18.8271604938272,2008,"USA","Northern America","Northern America",304093966,1.47186e+13,4,4,FALSE,2,2,0,0,127.341666666667,126.283333333333,1209.5,1229,3.5,3,185,195,1394.5,1424,4,10,FALSE,"2:12:33",132.55,7953
"422","Mebrahtom R. ""Meb"" Keflezighi","M",37,166,56,20.3222528668892,2012,"USA","Northern America","Northern America",313998379,1.61553e+13,4,4,FALSE,7,2,0,1,130.859523809524,129.133333333333,1146.14285714286,1177,2,1,241.428571428571,270,1387.57142857143,1447,7,4,FALSE,"2:11:06",131.1,7866
"423","Jared Ward","M",27,178,66,20.8307031940412,2016,"USA","Northern America","Northern America",323127513,1.86245e+13,4,4,FALSE,2,1,0,0,135.15,134,1071.5,1091,2.5,1,222.5,270,1294,1361,22,6,FALSE,"2:11:30 ",131.5,7890
"424","Mebrahtom R. ""Meb"" Keflezighi","M",41,166,56,20.3222528668892,2016,"USA","Northern America","Northern America",323127513,1.86245e+13,4,4,FALSE,11,2,0,1,132.633333333333,129.133333333333,1115.72727272727,1177,1.72727272727273,1,247.272727272727,270,1363,1447,55,33,FALSE,"2:16:46",136.766666666667,8206
"425","Mark J. Coogan","M",30,178,62,19.5682363337962,1996,"USA","Northern America","Northern America",269394000,8.1002e+12,4,4,TRUE,1,0,0,0,133.083333333333,133.083333333333,1107,1107,1,1,270,270,1377,1377,6,41,FALSE,"2:20:27",140.45,8427
"426","Alberto Bauday Salazar","M",25,181,64,19.5354232166295,1984,"USA","Northern America","Northern America",235825000,4.04069e+12,4,4,TRUE,2,0,1,0,130.541666666667,129.35,1152,1173,1.5,1,245,270,1397,1401,8,15,FALSE,"2:14:19",134.316666666667,8059
"427","Carlos Emilio Tarazona","M",34,174,61,20.147971991016,2000,"Venezuela","Latin America and the Caribbean","Latin America and the Caribbean",24488340,1.17141e+11,0,1,FALSE,4,0,0,0,134.15,131.416666666667,1088.75,1136,1.25,1,257.5,270,1346.25,1395,4,40,FALSE,"2:20:39",140.65,8439
"428","Carlos Emilio Tarazona","M",29,174,61,20.147971991016,1996,"Venezuela","Latin America and the Caribbean","Latin America and the Caribbean",22650102,68263823149,0,1,FALSE,2,0,0,0,133.308333333333,132.05,1103,1125,1,1,270,270,1373,1395,3,89,FALSE,"2:32:35",152.583333333333,9155
"429","Pedro Jess Mora Suescun","M",34,169,55,19.2570288155177,2012,"Venezuela","Latin America and the Caribbean","Latin America and the Caribbean",29893080,3.81286e+11,0,1,FALSE,4,0,1,0,140.754166666667,138.416666666667,977.75,1016,1,1,270,270,1247.75,1286,40,62,FALSE,"2:22:40",142.666666666667,8560
"430","Jordan Chipangama","M",27,173,53,17.708576965485,2016,"Zambia","Sub-Saharan Africa","Africa",16591390,21063989683,0,13,FALSE,2,1,0,0,138.575,137.65,1013.5,1029,1,1,270,270,1283.5,1299,1,93,FALSE,"2:24:58",144.966666666667,8698
"431","Cuthbert Nyasango","M",33,163,56,21.0771952275208,2016,"Zimbabwe","Sub-Saharan Africa","Africa",16150362,16619960402,0,13,FALSE,5,1,3,0,133.776666666667,129.866666666667,1095.4,1164,2.2,1,232,270,1327.4,1434,27,58,FALSE,"2:18:58",138.966666666667,8338
"432","Tendai Chimusasa","M",25,180,60,18.5185185185185,1996,"Zimbabwe","Sub-Saharan Africa","Africa",11518262,8553146600,0,13,FALSE,2,1,1,0,133.633333333333,132.883333333333,1097,1110,1,1,270,270,1367,1380,16,13,FALSE,"2:16:31",136.516666666667,8191
"433","Cephas Matafi","M",21,170,60,20.7612456747405,1992,"Zimbabwe","Sub-Saharan Africa","Africa",10682868,6751472200,0,13,FALSE,1,0,0,1,135.233333333333,135.233333333333,1070,1070,1,1,270,270,1340,1340,6,58,FALSE,"2:26:17",146.283333333333,8777
"434","Tendai Chimusasa","M",29,180,60,18.5185185185185,2000,"Zimbabwe","Sub-Saharan Africa","Africa",12222251,6689957600,0,13,FALSE,5,1,3,0,133.42,130.95,1101,1144,1.6,1,251,270,1352,1414,28,9,FALSE,"2:14:19",134.316666666667,8059
"435","Abel Chimukoko","M",31,186,70,20.2335530119089,2004,"Zimbabwe","Sub-Saharan Africa","Africa",12777511,5805598400,0,13,FALSE,4,0,2,0,137.2875,135.483333333333,1034.5,1065,1.75,1,238.75,270,1273.25,1296,16,48,FALSE,"2:22:09",142.15,8529
"436","Wirimai Juwawo","M",31,172,63,21.295294753921,2012,"Zimbabwe","Sub-Saharan Africa","Africa",14710826,14242490252,0,13,FALSE,2,0,1,0,134.291666666667,132.633333333333,1086,1115,1,1,270,270,1356,1385,20,15,FALSE,"2:14:09",134.15,8049
"437","Pardon Ndhlovu","M",28,158,54,21.6311488543503,2016,"Zimbabwe","Sub-Saharan Africa","Africa",16150362,16619960402,0,13,FALSE,2,0,0,2,137.2,136.866666666667,1036.5,1042,1.5,1,245,270,1281.5,1312,19,41,FALSE,"2:17:48",137.8,8268
"438","Cuthbert Nyasango","M",29,163,56,21.0771952275208,2012,"Zimbabwe","Sub-Saharan Africa","Africa",14710826,14242490252,0,13,FALSE,2,1,1,0,134.625,133.316666666667,1080.5,1103,3,1,212.5,270,1293,1373,35,7,FALSE,"2:12:08",132.133333333333,7928
